Trace1,,,,Trace2,,,,
Freq,,Amp,,Freq,,Amp,,
            64602485,Hz,              -82.21, dBm,            64602485,Hz,              -84.17, dBm,
            64617262,Hz,              -84.12, dBm,            64617262,Hz,              -84.63, dBm,
            64632039,Hz,              -80.51, dBm,            64632039,Hz,              -84.72, dBm,
            64646816,Hz,              -83.74, dBm,            64646816,Hz,              -84.63, dBm,
            64661593,Hz,              -86.27, dBm,            64661593,Hz,              -84.43, dBm,
            64676370,Hz,              -82.66, dBm,            64676370,Hz,              -84.01, dBm,
            64691147,Hz,              -83.28, dBm,            64691147,Hz,              -84.21, dBm,
            64705924,Hz,              -82.96, dBm,            64705924,Hz,              -84.42, dBm,
            64720701,Hz,              -86.26, dBm,            64720701,Hz,              -84.64, dBm,
            64735478,Hz,              -80.27, dBm,            64735478,Hz,              -84.46, dBm,
            64750255,Hz,              -86.49, dBm,            64750255,Hz,              -84.41, dBm,
            64765032,Hz,              -86.25, dBm,            64765032,Hz,              -84.74, dBm,
            64779809,Hz,              -83.87, dBm,            64779809,Hz,              -84.25, dBm,
            64794586,Hz,              -84.45, dBm,            64794586,Hz,              -84.38, dBm,
            64809363,Hz,              -83.07, dBm,            64809363,Hz,              -84.63, dBm,
            64824140,Hz,              -83.23, dBm,            64824140,Hz,              -84.69, dBm,
            64838917,Hz,              -84.15, dBm,            64838917,Hz,              -84.70, dBm,
            64853694,Hz,              -83.32, dBm,            64853694,Hz,              -84.23, dBm,
            64868471,Hz,              -86.95, dBm,            64868471,Hz,              -84.43, dBm,
            64883248,Hz,              -85.45, dBm,            64883248,Hz,              -84.60, dBm,
            64898025,Hz,              -85.66, dBm,            64898025,Hz,              -84.31, dBm,
            64912802,Hz,              -85.74, dBm,            64912802,Hz,              -84.75, dBm,
            64927579,Hz,              -85.68, dBm,            64927579,Hz,              -84.43, dBm,
            64942356,Hz,              -86.01, dBm,            64942356,Hz,              -84.48, dBm,
            64957133,Hz,              -85.70, dBm,            64957133,Hz,              -84.72, dBm,
            64971910,Hz,              -83.40, dBm,            64971910,Hz,              -84.59, dBm,
            64986687,Hz,              -86.17, dBm,            64986687,Hz,              -84.76, dBm,
            65001464,Hz,              -85.28, dBm,            65001464,Hz,              -84.40, dBm,
            65016241,Hz,              -89.92, dBm,            65016241,Hz,              -84.68, dBm,
            65031018,Hz,              -87.32, dBm,            65031018,Hz,              -84.54, dBm,
            65045795,Hz,              -83.96, dBm,            65045795,Hz,              -84.53, dBm,
            65060572,Hz,              -84.05, dBm,            65060572,Hz,              -84.39, dBm,
            65075349,Hz,              -87.29, dBm,            65075349,Hz,              -84.32, dBm,
            65090126,Hz,              -86.93, dBm,            65090126,Hz,              -84.49, dBm,
            65104903,Hz,              -83.60, dBm,            65104903,Hz,              -84.44, dBm,
            65119680,Hz,              -85.75, dBm,            65119680,Hz,              -84.38, dBm,
            65134457,Hz,              -84.45, dBm,            65134457,Hz,              -84.42, dBm,
            65149234,Hz,              -84.23, dBm,            65149234,Hz,              -83.96, dBm,
            65164011,Hz,              -84.73, dBm,            65164011,Hz,              -84.64, dBm,
            65178788,Hz,              -79.83, dBm,            65178788,Hz,              -84.50, dBm,
            65193565,Hz,              -82.89, dBm,            65193565,Hz,              -84.01, dBm,
            65208342,Hz,              -82.17, dBm,            65208342,Hz,              -84.49, dBm,
            65223119,Hz,              -82.58, dBm,            65223119,Hz,              -84.37, dBm,
            65237896,Hz,              -82.18, dBm,            65237896,Hz,              -84.07, dBm,
            65252673,Hz,              -83.46, dBm,            65252673,Hz,              -84.32, dBm,
            65267450,Hz,              -87.15, dBm,            65267450,Hz,              -84.24, dBm,
            65282227,Hz,              -83.03, dBm,            65282227,Hz,              -84.64, dBm,
            65297004,Hz,              -82.89, dBm,            65297004,Hz,              -84.69, dBm,
            65311781,Hz,              -84.50, dBm,            65311781,Hz,              -84.45, dBm,
            65326558,Hz,              -85.99, dBm,            65326558,Hz,              -84.43, dBm,
            65341335,Hz,              -85.35, dBm,            65341335,Hz,              -84.35, dBm,
            65356112,Hz,              -86.76, dBm,            65356112,Hz,              -84.27, dBm,
            65370889,Hz,              -87.39, dBm,            65370889,Hz,              -84.39, dBm,
            65385666,Hz,              -82.98, dBm,            65385666,Hz,              -84.37, dBm,
            65400443,Hz,              -83.96, dBm,            65400443,Hz,              -84.34, dBm,
            65415220,Hz,              -82.49, dBm,            65415220,Hz,              -84.57, dBm,
            65429997,Hz,              -83.63, dBm,            65429997,Hz,              -84.31, dBm,
            65444774,Hz,              -83.66, dBm,            65444774,Hz,              -84.12, dBm,
            65459551,Hz,              -83.70, dBm,            65459551,Hz,              -84.12, dBm,
            65474328,Hz,              -83.57, dBm,            65474328,Hz,              -84.61, dBm,
            65489105,Hz,              -85.00, dBm,            65489105,Hz,              -84.09, dBm,
            65503882,Hz,              -84.19, dBm,            65503882,Hz,              -84.23, dBm,
            65518659,Hz,              -81.98, dBm,            65518659,Hz,              -84.09, dBm,
            65533436,Hz,              -85.10, dBm,            65533436,Hz,              -84.09, dBm,
            65548213,Hz,              -85.44, dBm,            65548213,Hz,              -84.28, dBm,
            65562990,Hz,              -85.54, dBm,            65562990,Hz,              -84.52, dBm,
            65577767,Hz,              -82.83, dBm,            65577767,Hz,              -84.13, dBm,
            65592544,Hz,              -83.68, dBm,            65592544,Hz,              -83.66, dBm,
            65607321,Hz,              -82.34, dBm,            65607321,Hz,              -83.93, dBm,
            65622098,Hz,              -81.13, dBm,            65622098,Hz,              -84.29, dBm,
            65636875,Hz,              -81.00, dBm,            65636875,Hz,              -84.09, dBm,
            65651652,Hz,              -82.14, dBm,            65651652,Hz,              -84.17, dBm,
            65666429,Hz,              -85.87, dBm,            65666429,Hz,              -84.48, dBm,
            65681206,Hz,              -85.76, dBm,            65681206,Hz,              -84.48, dBm,
            65695983,Hz,              -82.97, dBm,            65695983,Hz,              -84.01, dBm,
            65710760,Hz,              -85.18, dBm,            65710760,Hz,              -84.09, dBm,
            65725537,Hz,              -82.93, dBm,            65725537,Hz,              -84.04, dBm,
            65740314,Hz,              -83.68, dBm,            65740314,Hz,              -84.43, dBm,
            65755091,Hz,              -84.56, dBm,            65755091,Hz,              -84.19, dBm,
            65769868,Hz,              -86.27, dBm,            65769868,Hz,              -84.29, dBm,
            65784645,Hz,              -83.25, dBm,            65784645,Hz,              -84.13, dBm,
            65799422,Hz,              -85.88, dBm,            65799422,Hz,              -84.26, dBm,
            65814199,Hz,              -83.96, dBm,            65814199,Hz,              -83.87, dBm,
            65828976,Hz,              -85.30, dBm,            65828976,Hz,              -84.08, dBm,
            65843753,Hz,              -85.93, dBm,            65843753,Hz,              -83.97, dBm,
            65858530,Hz,              -85.87, dBm,            65858530,Hz,              -84.13, dBm,
            65873307,Hz,              -84.14, dBm,            65873307,Hz,              -83.86, dBm,
            65888084,Hz,              -83.70, dBm,            65888084,Hz,              -84.32, dBm,
            65902861,Hz,              -83.76, dBm,            65902861,Hz,              -84.32, dBm,
            65917638,Hz,              -83.91, dBm,            65917638,Hz,              -84.05, dBm,
            65932415,Hz,              -85.66, dBm,            65932415,Hz,              -84.30, dBm,
            65947192,Hz,              -86.81, dBm,            65947192,Hz,              -84.45, dBm,
            65961969,Hz,              -83.05, dBm,            65961969,Hz,              -84.01, dBm,
            65976746,Hz,              -84.45, dBm,            65976746,Hz,              -84.43, dBm,
            65991523,Hz,              -82.54, dBm,            65991523,Hz,              -84.24, dBm,
            66006300,Hz,              -85.26, dBm,            66006300,Hz,              -84.05, dBm,
            66021077,Hz,              -84.73, dBm,            66021077,Hz,              -84.15, dBm,
            66035854,Hz,              -81.30, dBm,            66035854,Hz,              -83.83, dBm,
            66050631,Hz,              -85.54, dBm,            66050631,Hz,              -84.21, dBm,
            66065408,Hz,              -84.47, dBm,            66065408,Hz,              -84.23, dBm,
            66080185,Hz,              -85.37, dBm,            66080185,Hz,              -83.92, dBm,
            66094962,Hz,              -86.14, dBm,            66094962,Hz,              -84.16, dBm,
            66109739,Hz,              -86.34, dBm,            66109739,Hz,              -83.96, dBm,
            66124516,Hz,              -83.57, dBm,            66124516,Hz,              -83.83, dBm,
            66139293,Hz,              -83.93, dBm,            66139293,Hz,              -84.13, dBm,
            66154070,Hz,              -85.27, dBm,            66154070,Hz,              -83.75, dBm,
            66168847,Hz,              -82.36, dBm,            66168847,Hz,              -83.76, dBm,
            66183624,Hz,              -86.54, dBm,            66183624,Hz,              -83.96, dBm,
            66198401,Hz,              -83.23, dBm,            66198401,Hz,              -83.92, dBm,
            66213178,Hz,              -84.74, dBm,            66213178,Hz,              -83.80, dBm,
            66227955,Hz,              -82.02, dBm,            66227955,Hz,              -83.75, dBm,
            66242732,Hz,              -85.65, dBm,            66242732,Hz,              -83.89, dBm,
            66257509,Hz,              -86.68, dBm,            66257509,Hz,              -84.20, dBm,
            66272286,Hz,              -87.28, dBm,            66272286,Hz,              -83.98, dBm,
            66287063,Hz,              -84.16, dBm,            66287063,Hz,              -83.84, dBm,
            66301840,Hz,              -83.67, dBm,            66301840,Hz,              -83.80, dBm,
            66316617,Hz,              -88.94, dBm,            66316617,Hz,              -83.86, dBm,
            66331394,Hz,              -85.15, dBm,            66331394,Hz,              -83.76, dBm,
            66346171,Hz,              -84.22, dBm,            66346171,Hz,              -83.65, dBm,
            66360948,Hz,              -82.27, dBm,            66360948,Hz,              -84.09, dBm,
            66375725,Hz,              -83.08, dBm,            66375725,Hz,              -83.61, dBm,
            66390502,Hz,              -83.90, dBm,            66390502,Hz,              -83.64, dBm,
            66405279,Hz,              -82.63, dBm,            66405279,Hz,              -83.67, dBm,
            66420056,Hz,              -82.85, dBm,            66420056,Hz,              -83.52, dBm,
            66434833,Hz,              -84.51, dBm,            66434833,Hz,              -83.79, dBm,
            66449610,Hz,              -83.35, dBm,            66449610,Hz,              -83.75, dBm,
            66464387,Hz,              -83.98, dBm,            66464387,Hz,              -83.72, dBm,
            66479164,Hz,              -85.80, dBm,            66479164,Hz,              -84.18, dBm,
            66493941,Hz,              -82.55, dBm,            66493941,Hz,              -83.95, dBm,
            66508718,Hz,              -82.12, dBm,            66508718,Hz,              -84.05, dBm,
            66523495,Hz,              -85.17, dBm,            66523495,Hz,              -83.75, dBm,
            66538272,Hz,              -80.66, dBm,            66538272,Hz,              -83.55, dBm,
            66553049,Hz,              -85.81, dBm,            66553049,Hz,              -83.86, dBm,
            66567826,Hz,              -82.03, dBm,            66567826,Hz,              -83.81, dBm,
            66582603,Hz,              -82.90, dBm,            66582603,Hz,              -83.64, dBm,
            66597380,Hz,              -82.83, dBm,            66597380,Hz,              -83.79, dBm,
            66612157,Hz,              -81.94, dBm,            66612157,Hz,              -83.63, dBm,
            66626934,Hz,              -80.37, dBm,            66626934,Hz,              -83.37, dBm,
            66641711,Hz,              -85.52, dBm,            66641711,Hz,              -83.50, dBm,
