Trace1,,,,Trace2,,,,
Freq,,Amp,,Freq,,Amp,,
            88247891,Hz,              -87.39, dBm,            88247891,Hz,              -86.96, dBm,
            88257605,Hz,              -89.03, dBm,            88257605,Hz,              -88.61, dBm,
            88267319,Hz,              -86.40, dBm,            88267319,Hz,              -88.76, dBm,
            88277033,Hz,              -86.13, dBm,            88277033,Hz,              -87.13, dBm,
            88286747,Hz,              -87.24, dBm,            88286747,Hz,              -87.91, dBm,
            88296461,Hz,              -85.30, dBm,            88296461,Hz,              -85.60, dBm,
            88306175,Hz,              -90.25, dBm,            88306175,Hz,              -88.71, dBm,
            88315889,Hz,              -82.50, dBm,            88315889,Hz,              -83.84, dBm,
            88325603,Hz,              -88.40, dBm,            88325603,Hz,              -89.23, dBm,
            88335317,Hz,              -85.10, dBm,            88335317,Hz,              -84.89, dBm,
            88345031,Hz,              -88.44, dBm,            88345031,Hz,              -87.26, dBm,
            88354745,Hz,              -87.26, dBm,            88354745,Hz,              -85.31, dBm,
            88364459,Hz,              -90.53, dBm,            88364459,Hz,              -90.03, dBm,
            88374173,Hz,              -88.26, dBm,            88374173,Hz,              -87.37, dBm,
            88383887,Hz,              -89.16, dBm,            88383887,Hz,              -90.22, dBm,
            88393601,Hz,              -88.28, dBm,            88393601,Hz,              -87.95, dBm,
            88403315,Hz,              -87.71, dBm,            88403315,Hz,              -87.37, dBm,
            88413029,Hz,              -88.26, dBm,            88413029,Hz,              -88.27, dBm,
            88422743,Hz,              -91.13, dBm,            88422743,Hz,              -87.96, dBm,
            88432457,Hz,              -90.76, dBm,            88432457,Hz,              -89.08, dBm,
            88442171,Hz,              -88.27, dBm,            88442171,Hz,              -88.31, dBm,
            88451885,Hz,              -89.86, dBm,            88451885,Hz,              -91.01, dBm,
            88461599,Hz,              -88.00, dBm,            88461599,Hz,              -88.17, dBm,
            88471313,Hz,              -94.06, dBm,            88471313,Hz,              -93.16, dBm,
            88481027,Hz,              -88.87, dBm,            88481027,Hz,              -88.33, dBm,
            88490741,Hz,              -91.92, dBm,            88490741,Hz,              -91.62, dBm,
            88500455,Hz,              -89.78, dBm,            88500455,Hz,              -88.59, dBm,
            88510169,Hz,              -93.34, dBm,            88510169,Hz,              -93.02, dBm,
            88519883,Hz,              -92.43, dBm,            88519883,Hz,              -91.14, dBm,
            88529597,Hz,              -91.96, dBm,            88529597,Hz,              -93.27, dBm,
            88539311,Hz,              -91.27, dBm,            88539311,Hz,              -89.99, dBm,
            88549025,Hz,              -91.42, dBm,            88549025,Hz,              -91.93, dBm,
            88558739,Hz,              -91.29, dBm,            88558739,Hz,              -90.04, dBm,
            88568453,Hz,              -89.80, dBm,            88568453,Hz,              -92.11, dBm,
            88578167,Hz,              -90.68, dBm,            88578167,Hz,              -91.65, dBm,
            88587881,Hz,              -89.54, dBm,            88587881,Hz,              -89.86, dBm,
            88597595,Hz,              -91.67, dBm,            88597595,Hz,              -92.49, dBm,
            88607309,Hz,              -90.37, dBm,            88607309,Hz,              -91.09, dBm,
            88617023,Hz,              -94.39, dBm,            88617023,Hz,              -94.92, dBm,
            88626737,Hz,              -91.89, dBm,            88626737,Hz,              -91.83, dBm,
            88636451,Hz,              -93.92, dBm,            88636451,Hz,              -95.31, dBm,
            88646165,Hz,              -92.75, dBm,            88646165,Hz,              -92.64, dBm,
            88655879,Hz,              -94.76, dBm,            88655879,Hz,              -93.94, dBm,
            88665593,Hz,              -90.61, dBm,            88665593,Hz,              -92.45, dBm,
            88675307,Hz,              -94.34, dBm,            88675307,Hz,              -94.13, dBm,
            88685021,Hz,              -91.74, dBm,            88685021,Hz,              -92.43, dBm,
            88694735,Hz,              -93.24, dBm,            88694735,Hz,              -93.10, dBm,
            88704449,Hz,              -91.68, dBm,            88704449,Hz,              -93.06, dBm,
            88714163,Hz,              -93.64, dBm,            88714163,Hz,              -93.89, dBm,
            88723877,Hz,              -95.30, dBm,            88723877,Hz,              -94.77, dBm,
            88733591,Hz,              -93.20, dBm,            88733591,Hz,              -93.75, dBm,
            88743305,Hz,              -94.99, dBm,            88743305,Hz,              -94.53, dBm,
            88753019,Hz,              -92.38, dBm,            88753019,Hz,              -93.45, dBm,
            88762733,Hz,              -94.80, dBm,            88762733,Hz,              -94.08, dBm,
            88772447,Hz,              -93.73, dBm,            88772447,Hz,              -92.48, dBm,
            88782161,Hz,              -93.44, dBm,            88782161,Hz,              -94.03, dBm,
            88791875,Hz,              -92.59, dBm,            88791875,Hz,              -92.37, dBm,
            88801589,Hz,              -94.47, dBm,            88801589,Hz,              -94.98, dBm,
            88811303,Hz,              -94.54, dBm,            88811303,Hz,              -93.74, dBm,
            88821017,Hz,              -94.52, dBm,            88821017,Hz,              -95.68, dBm,
            88830731,Hz,              -93.66, dBm,            88830731,Hz,              -94.37, dBm,
            88840445,Hz,              -96.69, dBm,            88840445,Hz,              -96.14, dBm,
            88850159,Hz,              -91.89, dBm,            88850159,Hz,              -93.26, dBm,
            88859873,Hz,              -96.84, dBm,            88859873,Hz,              -96.42, dBm,
            88869587,Hz,              -94.72, dBm,            88869587,Hz,              -93.98, dBm,
            88879301,Hz,              -94.53, dBm,            88879301,Hz,              -95.57, dBm,
            88889015,Hz,              -95.49, dBm,            88889015,Hz,              -94.62, dBm,
            88898729,Hz,              -95.32, dBm,            88898729,Hz,              -95.57, dBm,
            88908443,Hz,              -98.57, dBm,            88908443,Hz,              -96.21, dBm,
            88918157,Hz,              -97.05, dBm,            88918157,Hz,              -94.45, dBm,
            88927871,Hz,              -94.94, dBm,            88927871,Hz,              -94.25, dBm,
            88937585,Hz,              -93.98, dBm,            88937585,Hz,              -94.96, dBm,
            88947299,Hz,              -97.42, dBm,            88947299,Hz,              -95.67, dBm,
            88957013,Hz,              -94.08, dBm,            88957013,Hz,              -94.65, dBm,
            88966727,Hz,              -98.58, dBm,            88966727,Hz,              -96.98, dBm,
            88976441,Hz,              -95.59, dBm,            88976441,Hz,              -93.58, dBm,
            88986155,Hz,              -97.27, dBm,            88986155,Hz,              -95.74, dBm,
            88995869,Hz,              -95.13, dBm,            88995869,Hz,              -95.10, dBm,
            89005583,Hz,              -95.81, dBm,            89005583,Hz,              -95.63, dBm,
            89015297,Hz,              -95.97, dBm,            89015297,Hz,              -95.38, dBm,
            89025011,Hz,              -96.89, dBm,            89025011,Hz,              -96.06, dBm,
            89034725,Hz,              -94.28, dBm,            89034725,Hz,              -95.15, dBm,
            89044439,Hz,              -94.59, dBm,            89044439,Hz,              -95.76, dBm,
            89054153,Hz,              -95.86, dBm,            89054153,Hz,              -95.88, dBm,
            89063867,Hz,              -96.77, dBm,            89063867,Hz,              -95.67, dBm,
            89073581,Hz,              -96.13, dBm,            89073581,Hz,              -96.02, dBm,
            89083295,Hz,              -96.86, dBm,            89083295,Hz,              -94.82, dBm,
            89093009,Hz,              -96.06, dBm,            89093009,Hz,              -96.34, dBm,
            89102723,Hz,              -95.14, dBm,            89102723,Hz,              -95.84, dBm,
            89112437,Hz,              -95.64, dBm,            89112437,Hz,              -94.94, dBm,
            89122151,Hz,              -95.64, dBm,            89122151,Hz,              -95.63, dBm,
            89131865,Hz,              -96.38, dBm,            89131865,Hz,              -96.16, dBm,
            89141579,Hz,              -95.43, dBm,            89141579,Hz,              -94.85, dBm,
            89151293,Hz,              -98.26, dBm,            89151293,Hz,              -97.39, dBm,
            89161007,Hz,              -96.36, dBm,            89161007,Hz,              -95.33, dBm,
            89170721,Hz,              -97.74, dBm,            89170721,Hz,              -97.26, dBm,
            89180435,Hz,              -96.97, dBm,            89180435,Hz,              -95.24, dBm,
            89190149,Hz,              -97.94, dBm,            89190149,Hz,              -97.58, dBm,
            89199863,Hz,              -96.40, dBm,            89199863,Hz,              -96.37, dBm,
            89209577,Hz,              -96.29, dBm,            89209577,Hz,              -96.32, dBm,
            89219291,Hz,              -96.02, dBm,            89219291,Hz,              -95.21, dBm,
            89229005,Hz,              -97.84, dBm,            89229005,Hz,              -96.57, dBm,
            89238719,Hz,              -96.25, dBm,            89238719,Hz,              -95.52, dBm,
            89248433,Hz,              -94.89, dBm,            89248433,Hz,              -94.92, dBm,
            89258147,Hz,              -94.05, dBm,            89258147,Hz,              -95.64, dBm,
            89267861,Hz,              -94.82, dBm,            89267861,Hz,              -96.14, dBm,
            89277575,Hz,              -94.63, dBm,            89277575,Hz,              -96.12, dBm,
            89287289,Hz,              -95.68, dBm,            89287289,Hz,              -95.91, dBm,
            89297003,Hz,              -96.45, dBm,            89297003,Hz,              -96.22, dBm,
            89306717,Hz,              -96.91, dBm,            89306717,Hz,              -96.24, dBm,
            89316431,Hz,              -95.70, dBm,            89316431,Hz,              -96.06, dBm,
            89326145,Hz,              -96.17, dBm,            89326145,Hz,              -96.45, dBm,
            89335859,Hz,              -96.53, dBm,            89335859,Hz,              -97.24, dBm,
            89345573,Hz,              -96.14, dBm,            89345573,Hz,              -96.56, dBm,
            89355287,Hz,              -94.31, dBm,            89355287,Hz,              -95.12, dBm,
            89365001,Hz,              -95.75, dBm,            89365001,Hz,              -96.09, dBm,
            89374715,Hz,              -95.25, dBm,            89374715,Hz,              -95.66, dBm,
            89384429,Hz,              -96.17, dBm,            89384429,Hz,              -96.66, dBm,
            89394143,Hz,              -96.54, dBm,            89394143,Hz,              -95.67, dBm,
            89403857,Hz,              -94.20, dBm,            89403857,Hz,              -95.79, dBm,
            89413571,Hz,              -95.49, dBm,            89413571,Hz,              -94.43, dBm,
            89423285,Hz,              -95.78, dBm,            89423285,Hz,              -96.34, dBm,
            89432999,Hz,              -94.99, dBm,            89432999,Hz,              -94.49, dBm,
            89442713,Hz,              -96.23, dBm,            89442713,Hz,              -96.61, dBm,
            89452427,Hz,              -95.28, dBm,            89452427,Hz,              -95.86, dBm,
            89462141,Hz,              -97.74, dBm,            89462141,Hz,              -97.02, dBm,
            89471855,Hz,              -93.86, dBm,            89471855,Hz,              -95.45, dBm,
            89481569,Hz,              -95.90, dBm,            89481569,Hz,              -94.62, dBm,
            89491283,Hz,              -99.17, dBm,            89491283,Hz,              -97.31, dBm,
            89500997,Hz,              -95.98, dBm,            89500997,Hz,              -95.87, dBm,
            89510711,Hz,              -95.95, dBm,            89510711,Hz,              -95.66, dBm,
            89520425,Hz,              -97.34, dBm,            89520425,Hz,              -96.60, dBm,
            89530139,Hz,              -95.11, dBm,            89530139,Hz,              -96.13, dBm,
            89539853,Hz,              -95.64, dBm,            89539853,Hz,              -95.03, dBm,
            89549567,Hz,              -94.26, dBm,            89549567,Hz,              -95.59, dBm,
            89559281,Hz,              -95.20, dBm,            89559281,Hz,              -96.20, dBm,
            89568995,Hz,              -96.40, dBm,            89568995,Hz,              -96.61, dBm,
            89578709,Hz,              -95.74, dBm,            89578709,Hz,              -95.39, dBm,
            89588423,Hz,              -95.88, dBm,            89588423,Hz,              -96.96, dBm,
            89598137,Hz,              -92.81, dBm,            89598137,Hz,              -94.72, dBm,
            89607851,Hz,              -94.75, dBm,            89607851,Hz,              -96.01, dBm,
            89617565,Hz,              -95.21, dBm,            89617565,Hz,              -95.70, dBm,
            89627279,Hz,              -95.41, dBm,            89627279,Hz,              -95.85, dBm,
            89636993,Hz,              -96.00, dBm,            89636993,Hz,              -95.48, dBm,
            89646707,Hz,             -100.04, dBm,            89646707,Hz,              -98.08, dBm,
            89656421,Hz,              -93.80, dBm,            89656421,Hz,              -94.92, dBm,
            89666135,Hz,              -94.77, dBm,            89666135,Hz,              -94.47, dBm,
            89675849,Hz,              -97.81, dBm,            89675849,Hz,              -97.57, dBm,
            89685563,Hz,              -97.04, dBm,            89685563,Hz,              -96.33, dBm,
            89695277,Hz,              -94.01, dBm,            89695277,Hz,              -95.66, dBm,
            89704991,Hz,              -94.80, dBm,            89704991,Hz,              -95.37, dBm,
            89714705,Hz,              -94.56, dBm,            89714705,Hz,              -95.55, dBm,
            89724419,Hz,              -97.00, dBm,            89724419,Hz,              -96.45, dBm,
            89734133,Hz,              -97.15, dBm,            89734133,Hz,              -95.69, dBm,
            89743847,Hz,              -94.83, dBm,            89743847,Hz,              -94.74, dBm,
            89753561,Hz,              -96.00, dBm,            89753561,Hz,              -97.04, dBm,
            89763275,Hz,              -96.89, dBm,            89763275,Hz,              -96.96, dBm,
            89772989,Hz,              -97.63, dBm,            89772989,Hz,              -96.57, dBm,
            89782703,Hz,              -94.83, dBm,            89782703,Hz,              -96.01, dBm,
            89792417,Hz,              -98.89, dBm,            89792417,Hz,              -97.18, dBm,
            89802131,Hz,              -95.68, dBm,            89802131,Hz,              -95.57, dBm,
            89811845,Hz,              -97.93, dBm,            89811845,Hz,              -96.34, dBm,
            89821559,Hz,              -95.57, dBm,            89821559,Hz,              -95.67, dBm,
            89831273,Hz,              -96.34, dBm,            89831273,Hz,              -95.84, dBm,
            89840987,Hz,              -95.91, dBm,            89840987,Hz,              -96.13, dBm,
            89850701,Hz,              -96.40, dBm,            89850701,Hz,              -97.04, dBm,
            89860415,Hz,              -98.55, dBm,            89860415,Hz,              -94.31, dBm,
            89870129,Hz,              -97.90, dBm,            89870129,Hz,              -96.35, dBm,
            89879843,Hz,              -97.27, dBm,            89879843,Hz,              -97.62, dBm,
            89889557,Hz,              -98.77, dBm,            89889557,Hz,              -95.69, dBm,
            89899271,Hz,              -92.18, dBm,            89899271,Hz,              -93.97, dBm,
            89908985,Hz,              -95.32, dBm,            89908985,Hz,              -95.09, dBm,
            89918699,Hz,              -96.93, dBm,            89918699,Hz,              -96.39, dBm,
            89928413,Hz,              -95.09, dBm,            89928413,Hz,              -93.74, dBm,
            89938127,Hz,              -95.50, dBm,            89938127,Hz,              -95.79, dBm,
            89947841,Hz,              -95.24, dBm,            89947841,Hz,              -95.60, dBm,
            89957555,Hz,              -95.66, dBm,            89957555,Hz,              -94.37, dBm,
            89967269,Hz,              -96.73, dBm,            89967269,Hz,              -96.63, dBm,
            89976983,Hz,              -98.04, dBm,            89976983,Hz,              -96.25, dBm,
            89986697,Hz,              -94.11, dBm,            89986697,Hz,              -95.01, dBm,
            89996411,Hz,              -97.29, dBm,            89996411,Hz,              -97.30, dBm,
            90006125,Hz,              -96.79, dBm,            90006125,Hz,              -95.63, dBm,
            90015839,Hz,              -93.25, dBm,            90015839,Hz,              -95.35, dBm,
            90025553,Hz,              -98.58, dBm,            90025553,Hz,              -96.86, dBm,
            90035267,Hz,              -96.98, dBm,            90035267,Hz,              -96.78, dBm,
            90044981,Hz,              -96.51, dBm,            90044981,Hz,              -95.89, dBm,
            90054695,Hz,              -96.02, dBm,            90054695,Hz,              -95.90, dBm,
            90064409,Hz,              -93.74, dBm,            90064409,Hz,              -95.76, dBm,
            90074123,Hz,              -93.70, dBm,            90074123,Hz,              -93.58, dBm,
            90083837,Hz,              -95.97, dBm,            90083837,Hz,              -95.61, dBm,
            90093551,Hz,              -95.89, dBm,            90093551,Hz,              -95.64, dBm,
            90103265,Hz,              -95.84, dBm,            90103265,Hz,              -95.76, dBm,
            90112979,Hz,              -94.59, dBm,            90112979,Hz,              -94.85, dBm,
            90122693,Hz,              -97.00, dBm,            90122693,Hz,              -96.24, dBm,
            90132407,Hz,              -93.87, dBm,            90132407,Hz,              -93.19, dBm,
            90142121,Hz,              -95.52, dBm,            90142121,Hz,              -95.59, dBm,
            90151835,Hz,              -93.80, dBm,            90151835,Hz,              -94.96, dBm,
            90161549,Hz,              -94.18, dBm,            90161549,Hz,              -95.95, dBm,
            90171263,Hz,              -93.97, dBm,            90171263,Hz,              -93.70, dBm,
            90180977,Hz,              -92.64, dBm,            90180977,Hz,              -91.97, dBm,
            90190691,Hz,              -93.69, dBm,            90190691,Hz,              -93.23, dBm,
            90200405,Hz,              -94.98, dBm,            90200405,Hz,              -94.06, dBm,
            90210119,Hz,              -92.76, dBm,            90210119,Hz,              -93.10, dBm,
            90219833,Hz,              -91.07, dBm,            90219833,Hz,              -91.98, dBm,
            90229547,Hz,              -94.80, dBm,            90229547,Hz,              -93.29, dBm,
            90239261,Hz,              -92.48, dBm,            90239261,Hz,              -91.32, dBm,
            90248975,Hz,              -92.09, dBm,            90248975,Hz,              -92.94, dBm,
            90258689,Hz,              -90.27, dBm,            90258689,Hz,              -88.95, dBm,
            90268403,Hz,              -90.84, dBm,            90268403,Hz,              -89.47, dBm,
            90278117,Hz,              -85.46, dBm,            90278117,Hz,              -85.59, dBm,
            90287831,Hz,              -90.15, dBm,            90287831,Hz,              -88.22, dBm,
            90297545,Hz,              -80.95, dBm,            90297545,Hz,              -79.08, dBm,
            90307259,Hz,              -70.54, dBm,            90307259,Hz,              -71.60, dBm,
            90316973,Hz,              -69.57, dBm,            90316973,Hz,              -66.66, dBm,
            90326687,Hz,              -54.62, dBm,            90326687,Hz,              -54.78, dBm,
            90336401,Hz,              -67.94, dBm,            90336401,Hz,              -67.36, dBm,
            90346115,Hz,              -74.13, dBm,            90346115,Hz,              -72.20, dBm,
            90355829,Hz,              -80.68, dBm,            90355829,Hz,              -81.21, dBm,
            90365543,Hz,              -83.75, dBm,            90365543,Hz,              -84.21, dBm,
            90375257,Hz,              -86.46, dBm,            90375257,Hz,              -87.99, dBm,
            90384971,Hz,              -89.16, dBm,            90384971,Hz,              -89.87, dBm,
            90394685,Hz,              -92.26, dBm,            90394685,Hz,              -92.57, dBm,
            90404399,Hz,              -93.85, dBm,            90404399,Hz,              -91.76, dBm,
            90414113,Hz,              -93.22, dBm,            90414113,Hz,              -93.28, dBm,
            90423827,Hz,              -91.94, dBm,            90423827,Hz,              -92.48, dBm,
            90433541,Hz,              -95.56, dBm,            90433541,Hz,              -95.27, dBm,
            90443255,Hz,              -93.43, dBm,            90443255,Hz,              -92.67, dBm,
            90452969,Hz,              -94.21, dBm,            90452969,Hz,              -94.63, dBm,
            90462683,Hz,              -92.36, dBm,            90462683,Hz,              -91.89, dBm,
            90472397,Hz,              -95.75, dBm,            90472397,Hz,              -94.85, dBm,
            90482111,Hz,              -95.40, dBm,            90482111,Hz,              -94.44, dBm,
            90491825,Hz,              -98.51, dBm,            90491825,Hz,              -95.65, dBm,
            90501539,Hz,              -97.76, dBm,            90501539,Hz,              -95.59, dBm,
            90511253,Hz,              -92.74, dBm,            90511253,Hz,              -93.71, dBm,
            90520967,Hz,              -96.71, dBm,            90520967,Hz,              -95.17, dBm,
            90530681,Hz,              -97.17, dBm,            90530681,Hz,              -94.71, dBm,
            90540395,Hz,              -95.68, dBm,            90540395,Hz,              -95.10, dBm,
            90550109,Hz,              -96.11, dBm,            90550109,Hz,              -95.80, dBm,
            90559823,Hz,              -98.39, dBm,            90559823,Hz,              -95.73, dBm,
            90569537,Hz,              -97.30, dBm,            90569537,Hz,              -97.24, dBm,
            90579251,Hz,              -96.96, dBm,            90579251,Hz,              -95.55, dBm,
            90588965,Hz,              -94.80, dBm,            90588965,Hz,              -94.78, dBm,
            90598679,Hz,              -96.38, dBm,            90598679,Hz,              -94.88, dBm,
            90608393,Hz,              -98.12, dBm,            90608393,Hz,              -96.59, dBm,
            90618107,Hz,              -95.13, dBm,            90618107,Hz,              -96.32, dBm,
            90627821,Hz,              -94.65, dBm,            90627821,Hz,              -94.82, dBm,
            90637535,Hz,              -97.20, dBm,            90637535,Hz,              -96.93, dBm,
            90647249,Hz,              -97.63, dBm,            90647249,Hz,              -96.56, dBm,
            90656963,Hz,              -96.16, dBm,            90656963,Hz,              -96.71, dBm,
            90666677,Hz,              -96.76, dBm,            90666677,Hz,              -95.31, dBm,
            90676391,Hz,              -95.37, dBm,            90676391,Hz,              -94.72, dBm,
            90686105,Hz,              -94.00, dBm,            90686105,Hz,              -95.39, dBm,
            90695819,Hz,              -93.42, dBm,            90695819,Hz,              -94.97, dBm,
            90705533,Hz,              -95.43, dBm,            90705533,Hz,              -95.21, dBm,
