Trace1,,,,Trace2,,,,
Freq,,Amp,,Freq,,Amp,,
            65799422,Hz,              -71.25, dBm,            65799422,Hz,              -72.12, dBm,
            65814199,Hz,              -70.27, dBm,            65814199,Hz,              -72.19, dBm,
            65828976,Hz,              -70.91, dBm,            65828976,Hz,              -72.37, dBm,
            65843753,Hz,              -72.82, dBm,            65843753,Hz,              -72.17, dBm,
            65858530,Hz,              -73.32, dBm,            65858530,Hz,              -72.02, dBm,
            65873307,Hz,              -74.45, dBm,            65873307,Hz,              -71.89, dBm,
            65888084,Hz,              -73.52, dBm,            65888084,Hz,              -72.13, dBm,
            65902861,Hz,              -72.67, dBm,            65902861,Hz,              -71.95, dBm,
            65917638,Hz,              -71.07, dBm,            65917638,Hz,              -72.04, dBm,
            65932415,Hz,              -72.37, dBm,            65932415,Hz,              -72.05, dBm,
            65947192,Hz,              -73.02, dBm,            65947192,Hz,              -72.15, dBm,
            65961969,Hz,              -68.87, dBm,            65961969,Hz,              -72.11, dBm,
            65976746,Hz,              -70.48, dBm,            65976746,Hz,              -72.04, dBm,
            65991523,Hz,              -74.21, dBm,            65991523,Hz,              -72.06, dBm,
            66006300,Hz,              -69.11, dBm,            66006300,Hz,              -71.81, dBm,
            66021077,Hz,              -73.25, dBm,            66021077,Hz,              -71.94, dBm,
            66035854,Hz,              -72.14, dBm,            66035854,Hz,              -71.93, dBm,
            66050631,Hz,              -69.16, dBm,            66050631,Hz,              -71.48, dBm,
            66065408,Hz,              -70.72, dBm,            66065408,Hz,              -71.87, dBm,
            66080185,Hz,              -74.89, dBm,            66080185,Hz,              -71.88, dBm,
            66094962,Hz,              -72.59, dBm,            66094962,Hz,              -71.74, dBm,
            66109739,Hz,              -70.86, dBm,            66109739,Hz,              -71.54, dBm,
            66124516,Hz,              -71.44, dBm,            66124516,Hz,              -71.70, dBm,
            66139293,Hz,              -68.74, dBm,            66139293,Hz,              -71.45, dBm,
            66154070,Hz,              -69.92, dBm,            66154070,Hz,              -71.39, dBm,
            66168847,Hz,              -72.36, dBm,            66168847,Hz,              -71.76, dBm,
            66183624,Hz,              -72.11, dBm,            66183624,Hz,              -71.69, dBm,
            66198401,Hz,              -71.42, dBm,            66198401,Hz,              -71.50, dBm,
            66213178,Hz,              -73.01, dBm,            66213178,Hz,              -71.82, dBm,
            66227955,Hz,              -72.97, dBm,            66227955,Hz,              -71.78, dBm,
            66242732,Hz,              -71.69, dBm,            66242732,Hz,              -71.58, dBm,
            66257509,Hz,              -73.24, dBm,            66257509,Hz,              -71.64, dBm,
            66272286,Hz,              -68.65, dBm,            66272286,Hz,              -71.68, dBm,
            66287063,Hz,              -68.69, dBm,            66287063,Hz,              -71.45, dBm,
            66301840,Hz,              -72.67, dBm,            66301840,Hz,              -71.41, dBm,
            66316617,Hz,              -71.42, dBm,            66316617,Hz,              -71.16, dBm,
            66331394,Hz,              -71.99, dBm,            66331394,Hz,              -71.35, dBm,
            66346171,Hz,              -70.78, dBm,            66346171,Hz,              -71.26, dBm,
            66360948,Hz,              -69.46, dBm,            66360948,Hz,              -70.78, dBm,
            66375725,Hz,              -71.60, dBm,            66375725,Hz,              -71.30, dBm,
