t hold time [ms],4000,5000,6000
retention,1.0,0.9117647058823529,0.8571428571428571,0.8064516129032258,0.7916666666666666,0.9130434782608695,0.8571428571428571,0.7142857142857143,0.7391304347826086,0.5,0.5238095238095238,0.3333333333333333
loading,37.0,34.0,28.0,31.0,24.0,23.0,21.0,21.0,23.0,30.0,21.0,24.0
