t hold time [ms],50,100,150,250,500,750,1000,1250,1500,1750,2000,2500,3000,3500
retention,0.9464285714285714,0.9101123595505618,0.8910891089108911,0.8974358974358975,0.8285714285714286,0.794392523364486,0.7064220183486238,0.4954954954954955,0.5142857142857142,0.5816326530612245,0.36633663366336633,0.46153846153846156,0.330188679245283,0.09482758620689655
loading,56.0,89.0,101.0,117.0,105.0,107.0,109.0,111.0,105.0,98.0,101.0,104.0,106.0,116.0
