t hold time [ms],50,100,150,250,500,750,1000,1250,1500,1750,2000,2500,3000,3500
retention,0.5833333333333334,0.6,0.5857142857142857,0.5569620253164557,0.38461538461538464,0.40540540540540543,0.34831460674157305,0.4,0.2916666666666667,0.21875,0.08,0.22058823529411764,0.11688311688311688,0.1111111111111111
loading,36.0,50.0,70.0,79.0,78.0,74.0,89.0,55.0,48.0,64.0,75.0,68.0,77.0,63.0
