frequency [kHz],78.2,80.5,82.9,85.2,87.3,89.7,92,94.4,96.5,98.8,101.2,103.5,106.8,109.1,111.5,113.8,115,117.1,119.5
retention,0.2391304347826087,0.28846153846153844,0.46551724137931033,0.42,0.6981132075471698,0.6153846153846154,0.7659574468085106,0.7446808510638298,0.82,0.7446808510638298,0.6938775510204082,0.7592592592592593,0.7058823529411765,0.6521739130434783,0.65,0.8157894736842105,0.7073170731707317,0.7837837837837838,0.851063829787234
loading,46.0,52.0,58.0,50.0,53.0,52.0,47.0,47.0,50.0,47.0,49.0,54.0,51.0,46.0,40.0,38.0,41.0,37.0,47.0
