CH1,CH2,Start,Increment,
Volt,Volt,-2.47000e-03,5.00000e-06
2.32e+01,2.40e-02,
2.16e+01,4.00e-02,
2.24e+01,2.40e-02,
2.16e+01,4.80e-02,
2.24e+01,2.40e-02,
2.16e+01,4.80e-02,
2.08e+01,2.40e-02,
2.24e+01,4.80e-02,
2.16e+01,4.00e-02,
2.08e+01,2.40e-02,
2.16e+01,4.80e-02,
2.00e+01,2.40e-02,
2.16e+01,4.00e-02,
2.00e+01,2.40e-02,
2.08e+01,2.40e-02,
2.00e+01,4.80e-02,
2.08e+01,4.00e-02,
1.92e+01,2.40e-02,
1.92e+01,2.40e-02,
2.00e+01,4.80e-02,
1.92e+01,2.40e-02,
2.00e+01,4.80e-02,
2.00e+01,2.40e-02,
1.84e+01,4.00e-02,
1.84e+01,4.00e-02,
1.92e+01,2.40e-02,
1.92e+01,4.80e-02,
1.84e+01,2.40e-02,
1.92e+01,4.00e-02,
1.76e+01,2.40e-02,
1.76e+01,4.00e-02,
1.84e+01,2.40e-02,
1.84e+01,4.00e-02,
1.76e+01,2.40e-02,
1.84e+01,4.00e-02,
1.68e+01,2.40e-02,
1.76e+01,4.00e-02,
1.68e+01,2.40e-02,
1.76e+01,4.00e-02,
1.68e+01,2.40e-02,
1.76e+01,4.80e-02,
1.60e+01,2.40e-02,
1.60e+01,2.40e-02,
1.76e+01,4.80e-02,
1.60e+01,4.00e-02,
1.68e+01,3.20e-02,
1.68e+01,2.40e-02,
1.52e+01,4.80e-02,
1.52e+01,2.40e-02,
1.68e+01,4.80e-02,
1.60e+01,2.40e-02,
1.44e+01,4.80e-02,
1.44e+01,4.00e-02,
1.60e+01,2.40e-02,
1.44e+01,4.00e-02,
1.52e+01,2.40e-02,
1.52e+01,4.80e-02,
1.36e+01,2.40e-02,
1.28e+01,2.40e-02,
1.52e+01,4.80e-02,
1.52e+01,2.40e-02,
1.28e+01,4.80e-02,
1.36e+01,2.40e-02,
1.20e+01,4.00e-02,
1.36e+01,4.00e-02,
1.20e+01,2.40e-02,
1.28e+01,4.00e-02,
1.20e+01,2.40e-02,
1.28e+01,4.00e-02,
1.12e+01,2.40e-02,
1.28e+01,2.40e-02,
1.12e+01,4.80e-02,
1.20e+01,2.40e-02,
1.12e+01,4.80e-02,
1.20e+01,4.00e-02,
1.04e+01,2.40e-02,
1.20e+01,4.80e-02,
1.04e+01,2.40e-02,
1.12e+01,4.80e-02,
1.04e+01,2.40e-02,
1.12e+01,4.00e-02,
9.60e+00,2.40e-02,
9.60e+00,4.80e-02,
1.04e+01,2.40e-02,
9.60e+00,2.40e-02,
1.04e+01,4.00e-02,
1.04e+01,4.00e-02,
8.80e+00,2.40e-02,
8.80e+00,2.40e-02,
9.60e+00,4.00e-02,
8.80e+00,4.00e-02,
9.60e+00,2.40e-02,
9.60e+00,4.80e-02,
8.00e+00,2.40e-02,
8.00e+00,4.00e-02,
8.80e+00,2.40e-02,
8.80e+00,2.40e-02,
7.20e+00,4.80e-02,
8.80e+00,2.40e-02,
7.20e+00,4.80e-02,
8.00e+00,4.00e-02,
7.20e+00,2.40e-02,
8.00e+00,2.40e-02,
6.40e+00,4.80e-02,
6.40e+00,4.00e-02,
7.20e+00,2.40e-02,
6.40e+00,2.40e-02,
7.20e+00,4.80e-02,
7.20e+00,4.00e-02,
5.60e+00,2.40e-02,
5.60e+00,2.40e-02,
7.20e+00,4.80e-02,
5.60e+00,4.00e-02,
6.40e+00,2.40e-02,
6.40e+00,2.40e-02,
4.80e+00,4.80e-02,
4.80e+00,4.00e-02,
5.60e+00,2.40e-02,
4.80e+00,2.40e-02,
5.60e+00,4.80e-02,
5.60e+00,2.40e-02,
4.00e+00,4.80e-02,
4.00e+00,2.40e-02,
5.60e+00,4.80e-02,
4.00e+00,4.00e-02,
4.80e+00,2.40e-02,
4.00e+00,2.40e-02,
4.00e+00,4.00e-02,
4.00e+00,4.00e-02,
4.80e+00,2.40e-02,
4.00e+00,4.00e-02,
5.60e+00,2.40e-02,
4.80e+00,4.00e-02,
5.60e+00,2.40e-02,
4.80e+00,3.20e-02,
6.40e+00,4.00e-02,
4.80e+00,4.00e-02,
6.40e+00,2.40e-02,
5.60e+00,4.00e-02,
6.40e+00,2.40e-02,
5.60e+00,2.40e-02,
7.20e+00,4.80e-02,
6.40e+00,4.80e-02,
7.20e+00,2.40e-02,
6.40e+00,2.40e-02,
8.00e+00,4.00e-02,
6.40e+00,2.40e-02,
8.00e+00,4.00e-02,
7.20e+00,4.00e-02,
8.00e+00,2.40e-02,
7.20e+00,2.40e-02,
8.80e+00,4.00e-02,
7.20e+00,2.40e-02,
8.80e+00,4.80e-02,
8.00e+00,4.00e-02,
8.80e+00,2.40e-02,
8.00e+00,4.00e-02,
9.60e+00,2.40e-02,
8.00e+00,4.00e-02,
9.60e+00,2.40e-02,
8.80e+00,4.00e-02,
9.60e+00,2.40e-02,
8.80e+00,2.40e-02,
1.04e+01,4.80e-02,
8.80e+00,4.00e-02,
1.04e+01,2.40e-02,
1.04e+01,4.00e-02,
9.60e+00,2.40e-02,
9.60e+00,4.00e-02,
1.12e+01,2.40e-02,
1.12e+01,4.00e-02,
9.60e+00,2.40e-02,
