Trace1,,,,
Freq,,Amp,,
            51945241,Hz,              -98.56, dBm,
            51950247,Hz,              -95.62, dBm,
            51955253,Hz,              -92.51, dBm,
            51960259,Hz,              -96.82, dBm,
            51965265,Hz,              -94.85, dBm,
            51970271,Hz,              -98.04, dBm,
            51975277,Hz,              -96.00, dBm,
            51980283,Hz,              -97.07, dBm,
            51985289,Hz,              -96.98, dBm,
            51990295,Hz,              -96.49, dBm,
            51995301,Hz,              -98.81, dBm,
            52000307,Hz,             -100.61, dBm,
            52005313,Hz,              -97.32, dBm,
            52010319,Hz,              -97.05, dBm,
            52015325,Hz,             -101.31, dBm,
            52020331,Hz,              -98.21, dBm,
            52025337,Hz,             -102.47, dBm,
            52030343,Hz,              -95.85, dBm,
            52035349,Hz,              -98.81, dBm,
            52040355,Hz,              -94.18, dBm,
            52045361,Hz,              -98.06, dBm,
            52050367,Hz,              -98.49, dBm,
            52055373,Hz,              -94.38, dBm,
            52060379,Hz,              -96.55, dBm,
            52065385,Hz,              -94.00, dBm,
            52070391,Hz,              -98.97, dBm,
            52075397,Hz,              -97.36, dBm,
            52080403,Hz,              -95.79, dBm,
            52085409,Hz,              -92.77, dBm,
            52090415,Hz,              -92.45, dBm,
            52095421,Hz,              -95.04, dBm,
            52100427,Hz,              -90.22, dBm,
            52105433,Hz,              -95.14, dBm,
            52110439,Hz,              -97.45, dBm,
            52115445,Hz,              -92.25, dBm,
            52120451,Hz,              -96.96, dBm,
            52125457,Hz,              -94.26, dBm,
            52130463,Hz,              -95.12, dBm,
            52135469,Hz,              -94.73, dBm,
            52140475,Hz,              -95.28, dBm,
            52145481,Hz,              -97.30, dBm,
            52150487,Hz,              -94.92, dBm,
            52155493,Hz,              -97.29, dBm,
            52160499,Hz,              -98.60, dBm,
            52165505,Hz,              -99.61, dBm,
            52170511,Hz,              -92.95, dBm,
            52175517,Hz,              -93.67, dBm,
            52180523,Hz,              -97.43, dBm,
            52185529,Hz,              -98.52, dBm,
            52190535,Hz,              -93.23, dBm,
            52195541,Hz,              -96.61, dBm,
            52200547,Hz,              -99.24, dBm,
            52205553,Hz,              -97.10, dBm,
            52210559,Hz,              -97.41, dBm,
            52215565,Hz,              -97.46, dBm,
            52220571,Hz,              -98.80, dBm,
            52225577,Hz,              -96.33, dBm,
            52230583,Hz,              -94.39, dBm,
            52235589,Hz,              -97.77, dBm,
            52240595,Hz,              -98.70, dBm,
            52245601,Hz,              -97.04, dBm,
            52250607,Hz,              -96.84, dBm,
            52255613,Hz,              -96.60, dBm,
            52260619,Hz,              -92.59, dBm,
            52265625,Hz,              -99.47, dBm,
            52270631,Hz,              -93.49, dBm,
            52275637,Hz,              -93.16, dBm,
            52280643,Hz,              -92.60, dBm,
            52285649,Hz,              -97.56, dBm,
            52290655,Hz,              -99.04, dBm,
            52295661,Hz,              -96.45, dBm,
            52300667,Hz,              -95.21, dBm,
            52305673,Hz,              -93.42, dBm,
            52310679,Hz,              -90.25, dBm,
            52315685,Hz,              -96.97, dBm,
            52320691,Hz,              -94.71, dBm,
            52325697,Hz,              -95.92, dBm,
            52330703,Hz,              -93.49, dBm,
            52335709,Hz,              -94.36, dBm,
            52340715,Hz,              -96.23, dBm,
            52345721,Hz,              -98.20, dBm,
            52350727,Hz,              -94.37, dBm,
            52355733,Hz,              -92.56, dBm,
            52360739,Hz,              -93.78, dBm,
            52365745,Hz,              -94.21, dBm,
            52370751,Hz,              -91.63, dBm,
            52375757,Hz,             -100.41, dBm,
            52380763,Hz,              -94.54, dBm,
            52385769,Hz,              -96.58, dBm,
            52390775,Hz,              -95.31, dBm,
            52395781,Hz,              -96.24, dBm,
            52400787,Hz,              -92.89, dBm,
            52405793,Hz,              -98.74, dBm,
            52410799,Hz,              -96.98, dBm,
            52415805,Hz,              -90.52, dBm,
            52420811,Hz,              -98.23, dBm,
            52425817,Hz,              -96.87, dBm,
            52430823,Hz,              -97.42, dBm,
            52435829,Hz,              -96.88, dBm,
            52440835,Hz,              -94.18, dBm,
            52445841,Hz,              -94.62, dBm,
            52450847,Hz,              -92.05, dBm,
            52455853,Hz,              -90.85, dBm,
            52460859,Hz,              -90.18, dBm,
            52465865,Hz,              -94.55, dBm,
            52470871,Hz,              -93.94, dBm,
            52475877,Hz,              -89.34, dBm,
            52480883,Hz,              -94.22, dBm,
            52485889,Hz,              -96.57, dBm,
            52490895,Hz,              -91.39, dBm,
            52495901,Hz,              -92.42, dBm,
            52500907,Hz,              -94.18, dBm,
            52505913,Hz,              -91.79, dBm,
            52510919,Hz,              -94.27, dBm,
            52515925,Hz,              -93.32, dBm,
            52520931,Hz,              -92.25, dBm,
            52525937,Hz,              -94.11, dBm,
            52530943,Hz,              -95.39, dBm,
            52535949,Hz,              -91.55, dBm,
            52540955,Hz,              -93.65, dBm,
            52545961,Hz,              -90.79, dBm,
            52550967,Hz,              -90.37, dBm,
            52555973,Hz,              -94.25, dBm,
            52560979,Hz,              -96.23, dBm,
            52565985,Hz,              -91.74, dBm,
            52570991,Hz,              -93.30, dBm,
            52575997,Hz,              -97.65, dBm,
            52581003,Hz,              -92.71, dBm,
            52586009,Hz,              -94.64, dBm,
            52591015,Hz,              -96.80, dBm,
            52596021,Hz,              -89.87, dBm,
            52601027,Hz,              -90.79, dBm,
            52606033,Hz,              -95.52, dBm,
            52611039,Hz,              -90.08, dBm,
            52616045,Hz,              -93.16, dBm,
            52621051,Hz,              -94.53, dBm,
            52626057,Hz,              -94.05, dBm,
            52631063,Hz,              -91.47, dBm,
            52636069,Hz,              -89.59, dBm,
            52641075,Hz,              -92.49, dBm,
            52646081,Hz,              -92.95, dBm,
            52651087,Hz,              -90.03, dBm,
            52656093,Hz,              -93.31, dBm,
            52661099,Hz,              -94.61, dBm,
            52666105,Hz,              -92.35, dBm,
            52671111,Hz,              -90.99, dBm,
            52676117,Hz,              -92.90, dBm,
            52681123,Hz,              -87.32, dBm,
            52686129,Hz,              -94.97, dBm,
            52691135,Hz,              -89.22, dBm,
            52696141,Hz,              -91.20, dBm,
            52701147,Hz,              -91.74, dBm,
            52706153,Hz,              -88.71, dBm,
            52711159,Hz,              -88.85, dBm,
            52716165,Hz,              -88.93, dBm,
            52721171,Hz,              -90.23, dBm,
            52726177,Hz,              -90.53, dBm,
            52731183,Hz,              -93.17, dBm,
            52736189,Hz,              -90.44, dBm,
            52741195,Hz,              -89.34, dBm,
            52746201,Hz,              -91.25, dBm,
            52751207,Hz,              -90.09, dBm,
            52756213,Hz,              -86.90, dBm,
            52761219,Hz,              -90.34, dBm,
            52766225,Hz,              -89.68, dBm,
            52771231,Hz,              -88.61, dBm,
            52776237,Hz,              -89.56, dBm,
            52781243,Hz,              -89.06, dBm,
            52786249,Hz,              -91.00, dBm,
            52791255,Hz,              -90.99, dBm,
            52796261,Hz,              -89.79, dBm,
            52801267,Hz,              -91.40, dBm,
            52806273,Hz,              -88.05, dBm,
            52811279,Hz,              -87.60, dBm,
            52816285,Hz,              -91.41, dBm,
            52821291,Hz,              -86.10, dBm,
            52826297,Hz,              -92.18, dBm,
            52831303,Hz,              -86.81, dBm,
            52836309,Hz,              -87.72, dBm,
            52841315,Hz,              -87.54, dBm,
            52846321,Hz,              -87.84, dBm,
            52851327,Hz,              -91.13, dBm,
            52856333,Hz,              -85.93, dBm,
            52861339,Hz,              -89.14, dBm,
            52866345,Hz,              -84.46, dBm,
            52871351,Hz,              -87.28, dBm,
            52876357,Hz,              -92.19, dBm,
            52881363,Hz,              -84.54, dBm,
            52886369,Hz,              -83.38, dBm,
            52891375,Hz,              -86.75, dBm,
            52896381,Hz,              -87.34, dBm,
            52901387,Hz,              -94.41, dBm,
            52906393,Hz,              -85.31, dBm,
            52911399,Hz,              -84.60, dBm,
            52916405,Hz,              -83.85, dBm,
            52921411,Hz,              -81.04, dBm,
            52926417,Hz,              -82.24, dBm,
            52931423,Hz,              -81.76, dBm,
            52936429,Hz,              -88.23, dBm,
            52941435,Hz,              -81.31, dBm,
            52946441,Hz,              -80.88, dBm,
            52951447,Hz,              -83.60, dBm,
            52956453,Hz,              -85.39, dBm,
            52961459,Hz,              -84.18, dBm,
            52966465,Hz,              -82.96, dBm,
            52971471,Hz,              -83.53, dBm,
            52976477,Hz,              -82.23, dBm,
            52981483,Hz,              -85.48, dBm,
            52986489,Hz,              -83.12, dBm,
            52991495,Hz,              -85.56, dBm,
            52996501,Hz,              -80.40, dBm,
            53001507,Hz,              -86.31, dBm,
            53006513,Hz,              -89.46, dBm,
            53011519,Hz,              -88.37, dBm,
            53016525,Hz,              -87.33, dBm,
            53021531,Hz,              -86.33, dBm,
            53026537,Hz,              -82.09, dBm,
            53031543,Hz,              -79.87, dBm,
            53036549,Hz,              -83.20, dBm,
            53041555,Hz,              -77.43, dBm,
            53046561,Hz,              -79.88, dBm,
            53051567,Hz,              -78.94, dBm,
            53056573,Hz,              -77.62, dBm,
            53061579,Hz,              -78.24, dBm,
            53066585,Hz,              -78.78, dBm,
            53071591,Hz,              -74.84, dBm,
            53076597,Hz,              -77.20, dBm,
            53081603,Hz,              -81.52, dBm,
            53086609,Hz,              -78.03, dBm,
            53091615,Hz,              -75.12, dBm,
            53096621,Hz,              -71.31, dBm,
            53101627,Hz,              -74.36, dBm,
            53106633,Hz,              -72.68, dBm,
            53111639,Hz,              -77.16, dBm,
            53116645,Hz,              -72.06, dBm,
            53121651,Hz,              -71.79, dBm,
            53126657,Hz,              -76.53, dBm,
            53131663,Hz,              -71.92, dBm,
            53136669,Hz,              -73.62, dBm,
            53141675,Hz,              -66.95, dBm,
            53146681,Hz,              -72.93, dBm,
            53151687,Hz,              -71.29, dBm,
            53156693,Hz,              -75.01, dBm,
            53161699,Hz,              -69.97, dBm,
            53166705,Hz,              -68.24, dBm,
            53171711,Hz,              -68.16, dBm,
            53176717,Hz,              -65.16, dBm,
            53181723,Hz,              -66.85, dBm,
            53186729,Hz,              -73.00, dBm,
            53191735,Hz,              -67.59, dBm,
            53196741,Hz,              -64.23, dBm,
            53201747,Hz,              -64.44, dBm,
            53206753,Hz,              -67.52, dBm,
            53211759,Hz,              -68.69, dBm,
            53216765,Hz,              -61.80, dBm,
            53221771,Hz,              -65.56, dBm,
            53226777,Hz,              -65.59, dBm,
            53231783,Hz,              -62.42, dBm,
            53236789,Hz,              -64.38, dBm,
            53241795,Hz,              -65.78, dBm,
            53246801,Hz,              -62.35, dBm,
            53251807,Hz,              -68.89, dBm,
            53256813,Hz,              -64.77, dBm,
            53261819,Hz,              -67.37, dBm,
            53266825,Hz,              -69.11, dBm,
            53271831,Hz,              -69.82, dBm,
            53276837,Hz,              -69.05, dBm,
            53281843,Hz,              -67.97, dBm,
            53286849,Hz,              -71.56, dBm,
            53291855,Hz,              -73.53, dBm,
            53296861,Hz,              -69.03, dBm,
            53301867,Hz,              -69.68, dBm,
            53306873,Hz,              -72.69, dBm,
            53311879,Hz,              -67.13, dBm,
            53316885,Hz,              -74.30, dBm,
            53321891,Hz,              -77.39, dBm,
            53326897,Hz,              -71.37, dBm,
            53331903,Hz,              -76.05, dBm,
            53336909,Hz,              -73.55, dBm,
            53341915,Hz,              -74.28, dBm,
            53346921,Hz,              -73.93, dBm,
            53351927,Hz,              -72.70, dBm,
            53356933,Hz,              -75.69, dBm,
            53361939,Hz,              -73.63, dBm,
            53366945,Hz,              -76.57, dBm,
            53371951,Hz,              -76.50, dBm,
            53376957,Hz,              -82.36, dBm,
            53381963,Hz,              -82.22, dBm,
            53386969,Hz,              -80.22, dBm,
            53391975,Hz,              -80.34, dBm,
            53396981,Hz,              -79.78, dBm,
            53401987,Hz,              -84.08, dBm,
            53406993,Hz,              -79.84, dBm,
            53411999,Hz,              -84.23, dBm,
            53417005,Hz,              -84.64, dBm,
            53422011,Hz,              -85.76, dBm,
            53427017,Hz,              -83.55, dBm,
            53432023,Hz,              -84.17, dBm,
            53437029,Hz,              -80.95, dBm,
            53442035,Hz,              -87.13, dBm,
            53447041,Hz,              -86.09, dBm,
            53452047,Hz,              -81.89, dBm,
            53457053,Hz,              -82.85, dBm,
            53462059,Hz,              -79.63, dBm,
            53467065,Hz,              -82.44, dBm,
            53472071,Hz,              -85.15, dBm,
            53477077,Hz,              -83.30, dBm,
            53482083,Hz,              -84.07, dBm,
            53487089,Hz,              -81.30, dBm,
            53492095,Hz,              -92.44, dBm,
            53497101,Hz,              -85.59, dBm,
            53502107,Hz,              -81.44, dBm,
            53507113,Hz,              -83.93, dBm,
            53512119,Hz,              -82.14, dBm,
            53517125,Hz,              -86.49, dBm,
            53522131,Hz,              -84.31, dBm,
            53527137,Hz,              -86.39, dBm,
            53532143,Hz,              -83.54, dBm,
            53537149,Hz,              -84.84, dBm,
            53542155,Hz,              -85.98, dBm,
            53547161,Hz,              -87.66, dBm,
            53552167,Hz,              -83.52, dBm,
            53557173,Hz,              -85.59, dBm,
            53562179,Hz,              -91.74, dBm,
            53567185,Hz,              -83.57, dBm,
            53572191,Hz,              -88.58, dBm,
            53577197,Hz,              -87.96, dBm,
            53582203,Hz,              -89.76, dBm,
            53587209,Hz,              -86.25, dBm,
            53592215,Hz,              -87.49, dBm,
            53597221,Hz,              -90.68, dBm,
            53602227,Hz,              -92.55, dBm,
            53607233,Hz,              -89.33, dBm,
            53612239,Hz,              -86.34, dBm,
            53617245,Hz,              -94.02, dBm,
            53622251,Hz,              -92.43, dBm,
            53627257,Hz,              -86.73, dBm,
            53632263,Hz,              -89.88, dBm,
            53637269,Hz,              -89.99, dBm,
            53642275,Hz,              -92.69, dBm,
            53647281,Hz,              -91.03, dBm,
            53652287,Hz,              -95.13, dBm,
            53657293,Hz,              -89.09, dBm,
            53662299,Hz,              -88.29, dBm,
            53667305,Hz,              -87.81, dBm,
            53672311,Hz,              -87.65, dBm,
            53677317,Hz,              -89.14, dBm,
            53682323,Hz,              -89.54, dBm,
            53687329,Hz,              -92.80, dBm,
            53692335,Hz,              -90.51, dBm,
            53697341,Hz,              -92.18, dBm,
            53702347,Hz,              -90.02, dBm,
            53707353,Hz,              -95.67, dBm,
            53712359,Hz,              -94.54, dBm,
            53717365,Hz,              -88.81, dBm,
            53722371,Hz,              -89.94, dBm,
            53727377,Hz,              -93.52, dBm,
            53732383,Hz,              -92.31, dBm,
            53737389,Hz,              -90.85, dBm,
            53742395,Hz,              -92.00, dBm,
            53747401,Hz,              -89.67, dBm,
            53752407,Hz,              -91.53, dBm,
            53757413,Hz,              -91.45, dBm,
            53762419,Hz,              -94.46, dBm,
            53767425,Hz,              -91.30, dBm,
            53772431,Hz,              -91.67, dBm,
            53777437,Hz,              -91.06, dBm,
            53782443,Hz,              -95.84, dBm,
            53787449,Hz,              -95.91, dBm,
            53792455,Hz,              -92.83, dBm,
            53797461,Hz,              -97.30, dBm,
            53802467,Hz,              -94.04, dBm,
            53807473,Hz,              -88.90, dBm,
            53812479,Hz,              -95.48, dBm,
            53817485,Hz,              -95.15, dBm,
            53822491,Hz,              -94.65, dBm,
            53827497,Hz,              -95.24, dBm,
            53832503,Hz,              -94.37, dBm,
            53837509,Hz,              -93.81, dBm,
            53842515,Hz,              -95.51, dBm,
            53847521,Hz,              -95.90, dBm,
            53852527,Hz,              -92.85, dBm,
            53857533,Hz,              -96.35, dBm,
            53862539,Hz,              -90.79, dBm,
            53867545,Hz,              -96.33, dBm,
            53872551,Hz,              -90.14, dBm,
            53877557,Hz,              -93.77, dBm,
            53882563,Hz,              -90.35, dBm,
            53887569,Hz,              -91.14, dBm,
            53892575,Hz,              -96.11, dBm,
            53897581,Hz,              -95.49, dBm,
            53902587,Hz,              -96.00, dBm,
            53907593,Hz,              -91.26, dBm,
            53912599,Hz,              -91.27, dBm,
            53917605,Hz,              -92.84, dBm,
            53922611,Hz,              -94.48, dBm,
            53927617,Hz,              -92.09, dBm,
            53932623,Hz,              -91.82, dBm,
            53937629,Hz,              -92.71, dBm,
            53942635,Hz,              -92.39, dBm,
            53947641,Hz,              -92.52, dBm,
            53952647,Hz,              -93.87, dBm,
            53957653,Hz,              -93.56, dBm,
            53962659,Hz,             -100.34, dBm,
            53967665,Hz,              -96.16, dBm,
            53972671,Hz,              -92.14, dBm,
            53977677,Hz,              -92.74, dBm,
            53982683,Hz,              -90.31, dBm,
            53987689,Hz,              -91.97, dBm,
            53992695,Hz,              -92.06, dBm,
            53997701,Hz,              -91.47, dBm,
            54002707,Hz,              -97.12, dBm,
            54007713,Hz,              -92.40, dBm,
            54012719,Hz,              -97.46, dBm,
            54017725,Hz,              -93.60, dBm,
            54022731,Hz,              -94.43, dBm,
            54027737,Hz,              -92.67, dBm,
            54032743,Hz,              -92.00, dBm,
            54037749,Hz,              -98.84, dBm,
            54042755,Hz,              -95.09, dBm,
            54047761,Hz,              -93.23, dBm,
            54052767,Hz,              -94.64, dBm,
            54057773,Hz,              -97.39, dBm,
            54062779,Hz,              -93.11, dBm,
            54067785,Hz,              -95.31, dBm,
            54072791,Hz,              -97.31, dBm,
            54077797,Hz,              -94.19, dBm,
            54082803,Hz,              -95.74, dBm,
            54087809,Hz,              -94.77, dBm,
            54092815,Hz,              -92.70, dBm,
            54097821,Hz,              -93.37, dBm,
            54102827,Hz,              -98.58, dBm,
            54107833,Hz,              -96.96, dBm,
            54112839,Hz,              -95.00, dBm,
            54117845,Hz,              -92.02, dBm,
            54122851,Hz,              -95.54, dBm,
            54127857,Hz,              -94.39, dBm,
            54132863,Hz,              -96.06, dBm,
            54137869,Hz,              -94.87, dBm,
            54142875,Hz,              -96.21, dBm,
            54147881,Hz,              -93.54, dBm,
            54152887,Hz,              -98.09, dBm,
            54157893,Hz,              -95.57, dBm,
            54162899,Hz,              -93.27, dBm,
            54167905,Hz,              -91.68, dBm,
            54172911,Hz,              -94.43, dBm,
            54177917,Hz,              -93.18, dBm,
            54182923,Hz,              -94.45, dBm,
            54187929,Hz,              -95.69, dBm,
            54192935,Hz,              -95.83, dBm,
            54197941,Hz,              -95.09, dBm,
            54202947,Hz,              -97.17, dBm,
            54207953,Hz,              -97.49, dBm,
            54212959,Hz,              -95.80, dBm,
            54217965,Hz,              -97.46, dBm,
            54222971,Hz,              -98.33, dBm,
            54227977,Hz,              -96.66, dBm,
            54232983,Hz,              -99.22, dBm,
            54237989,Hz,              -98.30, dBm,
            54242995,Hz,              -88.75, dBm,
            54248001,Hz,              -84.43, dBm,
            54253007,Hz,              -81.00, dBm,
            54258013,Hz,              -81.20, dBm,
            54263019,Hz,              -84.72, dBm,
            54268025,Hz,              -83.07, dBm,
            54273031,Hz,              -83.60, dBm,
            54278037,Hz,              -82.89, dBm,
            54283043,Hz,              -84.16, dBm,
            54288049,Hz,              -84.13, dBm,
            54293055,Hz,              -84.17, dBm,
            54298061,Hz,              -77.03, dBm,
            54303067,Hz,              -80.04, dBm,
            54308073,Hz,              -80.50, dBm,
            54313079,Hz,              -82.41, dBm,
            54318085,Hz,              -87.26, dBm,
            54323091,Hz,              -76.76, dBm,
            54328097,Hz,              -80.76, dBm,
            54333103,Hz,              -75.66, dBm,
            54338109,Hz,              -78.88, dBm,
            54343115,Hz,              -80.96, dBm,
            54348121,Hz,              -85.45, dBm,
            54353127,Hz,              -81.56, dBm,
            54358133,Hz,              -80.37, dBm,
            54363139,Hz,              -84.47, dBm,
            54368145,Hz,              -85.35, dBm,
            54373151,Hz,              -86.45, dBm,
            54378157,Hz,              -84.38, dBm,
            54383163,Hz,              -82.11, dBm,
            54388169,Hz,              -85.99, dBm,
            54393175,Hz,              -85.01, dBm,
            54398181,Hz,              -90.33, dBm,
            54403187,Hz,              -88.98, dBm,
            54408193,Hz,              -87.63, dBm,
            54413199,Hz,              -88.30, dBm,
            54418205,Hz,              -89.35, dBm,
            54423211,Hz,              -88.99, dBm,
            54428217,Hz,              -95.84, dBm,
            54433223,Hz,              -93.80, dBm,
            54438229,Hz,              -89.76, dBm,
            54443235,Hz,              -90.42, dBm,
            54448241,Hz,              -89.66, dBm,
            54453247,Hz,              -86.04, dBm,
            54458253,Hz,              -92.46, dBm,
            54463259,Hz,              -89.52, dBm,
            54468265,Hz,              -89.85, dBm,
            54473271,Hz,              -87.10, dBm,
            54478277,Hz,              -93.58, dBm,
            54483283,Hz,              -87.34, dBm,
            54488289,Hz,              -90.38, dBm,
            54493295,Hz,              -89.87, dBm,
            54498301,Hz,              -91.37, dBm,
            54503307,Hz,              -87.29, dBm,
            54508313,Hz,              -92.47, dBm,
            54513319,Hz,              -89.12, dBm,
            54518325,Hz,              -94.44, dBm,
            54523331,Hz,              -91.87, dBm,
            54528337,Hz,              -89.45, dBm,
            54533343,Hz,              -90.13, dBm,
            54538349,Hz,              -88.25, dBm,
            54543355,Hz,              -88.97, dBm,
            54548361,Hz,              -90.67, dBm,
            54553367,Hz,              -90.45, dBm,
            54558373,Hz,              -91.30, dBm,
            54563379,Hz,              -92.85, dBm,
            54568385,Hz,              -94.27, dBm,
            54573391,Hz,              -92.23, dBm,
            54578397,Hz,              -91.71, dBm,
            54583403,Hz,              -91.06, dBm,
            54588409,Hz,              -95.27, dBm,
            54593415,Hz,              -94.29, dBm,
            54598421,Hz,              -92.32, dBm,
            54603427,Hz,              -92.98, dBm,
            54608433,Hz,              -93.40, dBm,
            54613439,Hz,              -92.86, dBm,
            54618445,Hz,              -98.43, dBm,
            54623451,Hz,              -97.00, dBm,
            54628457,Hz,              -99.58, dBm,
            54633463,Hz,              -94.91, dBm,
            54638469,Hz,              -94.72, dBm,
            54643475,Hz,              -93.83, dBm,
            54648481,Hz,              -97.45, dBm,
            54653487,Hz,              -96.02, dBm,
            54658493,Hz,              -93.43, dBm,
            54663499,Hz,              -94.42, dBm,
            54668505,Hz,              -96.05, dBm,
