Trace1,,,,Trace2,,,,
Freq,,Amp,,Freq,,Amp,,
            53190512,Hz,              -79.18, dBm,            53190512,Hz,              -81.64, dBm,
            53191088,Hz,              -80.66, dBm,            53191088,Hz,              -81.67, dBm,
            53191664,Hz,              -80.34, dBm,            53191664,Hz,              -81.14, dBm,
            53192240,Hz,              -78.79, dBm,            53192240,Hz,              -81.05, dBm,
            53192816,Hz,              -80.28, dBm,            53192816,Hz,              -81.09, dBm,
            53193392,Hz,              -79.84, dBm,            53193392,Hz,              -80.33, dBm,
            53193968,Hz,              -78.48, dBm,            53193968,Hz,              -81.08, dBm,
            53194544,Hz,              -79.66, dBm,            53194544,Hz,              -80.56, dBm,
            53195120,Hz,              -79.83, dBm,            53195120,Hz,              -80.51, dBm,
            53195696,Hz,              -78.58, dBm,            53195696,Hz,              -80.17, dBm,
            53196272,Hz,              -77.90, dBm,            53196272,Hz,              -80.43, dBm,
            53196848,Hz,              -77.46, dBm,            53196848,Hz,              -80.03, dBm,
            53197424,Hz,              -77.53, dBm,            53197424,Hz,              -79.94, dBm,
            53198000,Hz,              -76.83, dBm,            53198000,Hz,              -79.11, dBm,
            53198576,Hz,              -79.21, dBm,            53198576,Hz,              -79.74, dBm,
            53199152,Hz,              -77.13, dBm,            53199152,Hz,              -77.64, dBm,
            53199728,Hz,              -75.04, dBm,            53199728,Hz,              -76.38, dBm,
            53200304,Hz,              -69.57, dBm,            53200304,Hz,              -71.88, dBm,
            53200880,Hz,              -63.14, dBm,            53200880,Hz,              -65.90, dBm,
            53201456,Hz,              -56.49, dBm,            53201456,Hz,              -60.02, dBm,
            53202032,Hz,              -52.44, dBm,            53202032,Hz,              -53.49, dBm,
            53202608,Hz,              -60.85, dBm,            53202608,Hz,              -59.74, dBm,
            53203184,Hz,              -67.68, dBm,            53203184,Hz,              -66.03, dBm,
            53203760,Hz,              -72.60, dBm,            53203760,Hz,              -70.45, dBm,
            53204336,Hz,              -77.41, dBm,            53204336,Hz,              -74.63, dBm,
            53204912,Hz,              -76.56, dBm,            53204912,Hz,              -76.10, dBm,
            53205488,Hz,              -79.61, dBm,            53205488,Hz,              -78.77, dBm,
            53206064,Hz,              -78.00, dBm,            53206064,Hz,              -79.50, dBm,
            53206640,Hz,              -77.46, dBm,            53206640,Hz,              -79.90, dBm,
            53207216,Hz,              -78.13, dBm,            53207216,Hz,              -79.69, dBm,
            53207792,Hz,              -79.84, dBm,            53207792,Hz,              -80.67, dBm,
            53208368,Hz,              -78.34, dBm,            53208368,Hz,              -80.73, dBm,
            53208944,Hz,              -78.07, dBm,            53208944,Hz,              -80.28, dBm,
            53209520,Hz,              -79.16, dBm,            53209520,Hz,              -81.36, dBm,
            53210096,Hz,              -78.56, dBm,            53210096,Hz,              -81.29, dBm,
            53210672,Hz,              -80.05, dBm,            53210672,Hz,              -80.95, dBm,
            53211248,Hz,              -78.75, dBm,            53211248,Hz,              -81.84, dBm,
            53211824,Hz,              -79.84, dBm,            53211824,Hz,              -81.20, dBm,
            53212400,Hz,              -78.17, dBm,            53212400,Hz,              -81.22, dBm,
            53212976,Hz,              -78.72, dBm,            53212976,Hz,              -80.91, dBm,
            53213552,Hz,              -78.81, dBm,            53213552,Hz,              -81.61, dBm,
            53214128,Hz,              -79.15, dBm,            53214128,Hz,              -82.08, dBm,
            53214704,Hz,              -81.10, dBm,            53214704,Hz,              -81.66, dBm,
            53215280,Hz,              -78.76, dBm,            53215280,Hz,              -81.23, dBm,
            53215856,Hz,              -78.72, dBm,            53215856,Hz,              -82.29, dBm,
            53216432,Hz,              -78.79, dBm,            53216432,Hz,              -82.49, dBm,
            53217008,Hz,              -79.18, dBm,            53217008,Hz,              -83.36, dBm,
            53217584,Hz,              -80.12, dBm,            53217584,Hz,              -82.34, dBm,
            53218160,Hz,              -80.43, dBm,            53218160,Hz,              -82.45, dBm,
            53218736,Hz,              -81.69, dBm,            53218736,Hz,              -82.88, dBm,
            53219312,Hz,              -81.64, dBm,            53219312,Hz,              -82.65, dBm,
            53219888,Hz,              -81.22, dBm,            53219888,Hz,              -82.02, dBm,
            53220464,Hz,              -80.15, dBm,            53220464,Hz,              -82.46, dBm,
            53221040,Hz,              -81.26, dBm,            53221040,Hz,              -82.67, dBm,
            53221616,Hz,              -79.95, dBm,            53221616,Hz,              -81.92, dBm,
            53222192,Hz,              -80.57, dBm,            53222192,Hz,              -82.39, dBm,
            53222768,Hz,              -81.31, dBm,            53222768,Hz,              -82.89, dBm,
            53223344,Hz,              -81.59, dBm,            53223344,Hz,              -83.02, dBm,
            53223920,Hz,              -81.12, dBm,            53223920,Hz,              -82.48, dBm,
            53224496,Hz,              -81.26, dBm,            53224496,Hz,              -83.06, dBm,
            53225072,Hz,              -82.66, dBm,            53225072,Hz,              -83.25, dBm,
            53225648,Hz,              -81.43, dBm,            53225648,Hz,              -83.20, dBm,
            53226224,Hz,              -80.63, dBm,            53226224,Hz,              -83.22, dBm,
            53226800,Hz,              -82.53, dBm,            53226800,Hz,              -83.41, dBm,
            53227376,Hz,              -81.56, dBm,            53227376,Hz,              -83.54, dBm,
            53227952,Hz,              -81.88, dBm,            53227952,Hz,              -84.12, dBm,
            53228528,Hz,              -81.09, dBm,            53228528,Hz,              -83.81, dBm,
            53229104,Hz,              -81.76, dBm,            53229104,Hz,              -84.04, dBm,
            53229680,Hz,              -81.84, dBm,            53229680,Hz,              -84.38, dBm,
            53230256,Hz,              -82.30, dBm,            53230256,Hz,              -84.31, dBm,
            53230832,Hz,              -81.68, dBm,            53230832,Hz,              -84.01, dBm,
            53231408,Hz,              -82.33, dBm,            53231408,Hz,              -84.81, dBm,
            53231984,Hz,              -83.23, dBm,            53231984,Hz,              -84.81, dBm,
