frequency [kHz],78.2,80.5,82.9,85.2,87.3,89.7,92,94.4,96.5,98.8,101.2,103.5,106.8,109.1,111.5,113.8,115,117.1,119.5
retention,0.5094339622641509,0.46938775510204084,0.5365853658536586,0.5142857142857142,0.6785714285714286,0.6956521739130435,0.6818181818181818,0.8181818181818182,0.7073170731707317,0.7551020408163265,0.6571428571428571,0.6923076923076923,0.5614035087719298,0.4827586206896552,0.6176470588235294,0.7142857142857143,0.5806451612903226,0.5882352941176471,0.5
loading,53.0,49.0,41.0,35.0,28.0,46.0,44.0,44.0,41.0,49.0,35.0,39.0,57.0,29.0,34.0,28.0,31.0,34.0,34.0
