frequency [kHz],0.937,1.718,3.28,5.46,7.03,8.6,10.2,11.6,13.1,15.5,16.3,17.7,19.2,20.8,22.3,24.5,26.1,27.7,29.2,30.6
retention,0.8837209302325582,0.7551020408163265,0.7674418604651163,0.6590909090909091,0.6595744680851063,0.6744186046511628,0.06666666666666667,0.5454545454545454,0.8461538461538461,0.6,0.7105263157894737,0.8421052631578947,0.7837837837837838,0.7209302325581395,0.6829268292682927,0.8055555555555556,0.8518518518518519,0.6486486486486487,0.6730769230769231,0.7142857142857143
loading,43.0,49.0,43.0,44.0,47.0,43.0,30.0,44.0,39.0,40.0,38.0,38.0,37.0,43.0,41.0,36.0,54.0,37.0,52.0,42.0
