frequency [kHz],37,39.4,41.7,44.1,46.3,48.5,50.9,53.2,55.5,57.7,60,62.3,64.7,66.8,69.1,71.5,73.8,76
retention,0.6086956521739131,0.6481481481481481,0.6341463414634146,0.5272727272727272,0.725,0.48484848484848486,0.5609756097560976,0.4523809523809524,0.6170212765957447,0.6382978723404256,0.5833333333333334,0.4864864864864865,0.47368421052631576,0.5757575757575758,0.5333333333333333,0.6590909090909091,0.5714285714285714,0.40625
loading,46.0,54.0,41.0,55.0,40.0,33.0,41.0,42.0,47.0,47.0,36.0,37.0,38.0,33.0,45.0,44.0,42.0,32.0
