frequency [kHz],37,39.4,41.7,44.1,46.3,48.5,50.9,53.2,55.5,57.7,60,62.3,64.7,66.8,69.1,71.5,73.8,76
retention,0.8222222222222222,0.8548387096774194,0.8571428571428571,0.7627118644067796,0.8823529411764706,0.8301886792452831,0.7346938775510204,0.9,0.8679245283018868,0.7454545454545455,0.88,0.7777777777777778,0.8181818181818182,0.9245283018867925,0.9272727272727272,0.76,0.8085106382978723,0.8695652173913043
loading,45.0,62.0,63.0,59.0,51.0,53.0,49.0,50.0,53.0,55.0,50.0,54.0,44.0,53.0,55.0,50.0,47.0,46.0
