frequency [kHz],37,39.4,41.7,44.1,46.3,48.5,50.9,53.2,55.5,57.7,60,62.3,64.7,66.8,69.1,71.5,73.8,76
retention,0.6851851851851852,0.8636363636363636,0.711864406779661,0.7037037037037037,0.8245614035087719,0.6140350877192983,0.7857142857142857,0.6666666666666666,0.7333333333333333,0.6923076923076923,0.7446808510638298,0.7,0.7,0.7115384615384616,0.6744186046511628,0.6346153846153846,0.75,0.5686274509803921
loading,54.0,66.0,59.0,54.0,57.0,57.0,56.0,54.0,60.0,52.0,47.0,50.0,50.0,52.0,43.0,52.0,56.0,51.0
