t hold time [ms],50,100,150,250,500,750,1000,1250,1500,1750,2000,2500,3000,3500
retention,0.9464285714285714,0.9857142857142858,0.9882352941176471,1.0,1.0,0.9886363636363636,0.970873786407767,0.8888888888888888,0.8701298701298701,0.92,0.8715596330275229,0.7244897959183674,0.675,0.5142857142857142
loading,56.0,70.0,85.0,105.0,93.0,88.0,103.0,63.0,77.0,75.0,109.0,98.0,80.0,70.0
