retention,0.95,0.9113924050632911,0.9367088607594937,0.975,0.925,0.925,0.9625,0.925,0.9375,0.9240506329113924,0.9,0.875,0.8625,0.8125,0.8875,0.7625,0.7625,0.7625,0.75,0.6625,0.7088607594936709,0.6875,0.675,0.65,0.6625,0.575,0.525,0.525,0.5625,0.5,0.4,0.475,0.4125,0.3875,0.27848101265822783,0.35,0.375,0.5,0.569620253164557,0.575,0.6075949367088608,0.6375,0.7375,0.759493670886076,0.8354430379746836,0.7625,0.8625,0.875,0.8625,0.875,0.9375,0.9625,0.9,0.8625,0.9367088607594937,0.9125,0.9375,0.925,0.9125,0.925,0.9367088607594937,0.9375,0.9625,0.9,0.9125,0.95,0.95,0.8875,0.925,0.9375,0.95,0.95,0.9375,0.975,0.9375,0.9375
loading,80,79,79,80,80,80,80,80,80,79,80,80,80,80,80,80,80,80,80,80,79,80,80,80,80,80,80,80,80,80,80,80,80,80,79,80,80,80,79,80,79,80,80,79,79,80,80,80,80,80,80,80,80,80,79,80,80,80,80,80,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
