n,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
lifetime [$\mu s$],4.605010563951298,5.367809636321366,6.201920526287218,7.109107713661423,8.091019899185422,9.149199414327892,10.285090736130895,11.500048197807585,12.79534298183597,14.172169466742783,15.631650998215486,17.17484514657937,18.80275116985609,20.516304036521674,22.316393473551333,24.2038579064072,26.179490181022434,28.244040704511093,30.398220057184815,32.64270193482306,34.978125333875624,37.405096836096035,39.92419264358184,42.53596048968874,45.240921379166316,48.03957122321576,50.93238235562526,53.919804904662406,57.002268100435124,60.180181526110125,63.453936211056124,66.82390567153445,70.29044689189723,73.85390376167636,77.514665931801,81.27284494806928,85.1289437404,89.08318119238534,93.13583256147258,97.28716160944525,101.53741488032782,105.88685540742443,110.33569643999972,114.88416896019538,119.5324884478712,124.28086223707571,129.12948971252584,134.07856275909626,139.1282661205012,144.2787777338147,149.53026902828333,154.88290524935329,160.336845702891,165.89224405271437,171.54924855673875,177.30800228766336,183.16864337029654,189.1313053236222,195.19611691755537,201.36320268601884,207.63268300870516,214.00467433434972,220.47928914599305,227.05663664810754,233.7368223894078,240.51994864133425,247.40611446299368,254.3954492925994,261.4879805132626,268.68383025326773
