retention,0.9375,0.875,0.775,0.5625,0.6,0.5875,0.4625,0.4,0.5125,0.35,0.35443037974683544,0.35443037974683544,0.5625,0.425,0.3875,0.425,0.4125,0.46835443037974683,0.5875,0.3974358974358974,0.5,0.475,0.425,0.4810126582278481,0.5,0.4375,0.3924050632911392,0.35,0.2375,0.1,0.15,0.125,0.1625,0.275,0.2125,0.3,0.3,0.375,0.2125,0.3375,0.43037974683544306,0.6125,0.4936708860759494,0.7215189873417721,0.675,0.7,0.675,0.7,0.8625,0.75,0.875,0.7721518987341772,0.8375,0.8625,0.825,0.8375,0.8125,0.7721518987341772,0.7375,0.8125,0.825,0.7875,0.75,0.7125,0.675,0.7088607594936709,0.8,0.9,0.9375,0.925,0.925,0.95,0.9625,0.9625,0.9625,0.9375
loading,80,80,80,80,80,80,80,80,80,80,79,79,80,80,80,80,80,79,80,78,80,80,80,79,80,80,79,80,80,80,80,80,80,80,80,80,80,80,80,80,79,80,79,79,80,80,80,80,80,80,80,79,80,80,80,80,80,79,80,80,80,80,80,80,80,79,80,80,80,80,80,80,80,80,80,80
