CH1,CH2,Start,Increment,
Volt,Volt,-6.00000e-05,1.00000e-07
9.60e+01,4.80e-04,
9.60e+01,4.00e-04,
9.52e+01,7.20e-04,
9.52e+01,6.40e-04,
9.52e+01,0.00e+00,
9.52e+01,6.40e-04,
9.52e+01,5.60e-04,
9.60e+01,4.00e-04,
9.60e+01,4.80e-04,
9.52e+01,6.40e-04,
9.60e+01,3.20e-04,
9.60e+01,3.20e-04,
9.52e+01,3.20e-04,
9.52e+01,3.20e-04,
9.60e+01,3.20e-04,
9.60e+01,5.60e-04,
9.52e+01,4.00e-04,
9.52e+01,3.20e-04,
9.52e+01,4.00e-04,
9.52e+01,3.20e-04,
9.60e+01,5.60e-04,
9.60e+01,4.00e-04,
9.60e+01,5.60e-04,
9.52e+01,2.40e-04,
9.60e+01,1.60e-04,
9.60e+01,4.00e-04,
9.52e+01,2.40e-04,
9.60e+01,3.20e-04,
9.60e+01,1.60e-04,
9.60e+01,4.80e-04,
9.60e+01,3.20e-04,
9.60e+01,4.80e-04,
9.52e+01,4.00e-04,
9.52e+01,5.60e-04,
9.52e+01,3.20e-04,
9.60e+01,8.80e-04,
9.60e+01,4.80e-04,
9.52e+01,2.40e-04,
9.60e+01,5.60e-04,
9.60e+01,2.40e-04,
9.60e+01,1.60e-04,
9.60e+01,5.60e-04,
9.60e+01,3.20e-04,
9.60e+01,6.40e-04,
9.52e+01,4.80e-04,
9.52e+01,4.00e-04,
9.52e+01,3.20e-04,
9.60e+01,4.00e-04,
9.60e+01,8.80e-04,
9.60e+01,5.60e-04,
9.60e+01,5.60e-04,
9.60e+01,4.00e-04,
9.60e+01,6.40e-04,
9.60e+01,6.40e-04,
9.60e+01,8.00e-05,
9.60e+01,5.60e-04,
9.60e+01,8.80e-04,
9.60e+01,4.00e-04,
9.60e+01,4.80e-04,
9.60e+01,0.00e+00,
9.60e+01,2.40e-04,
9.60e+01,2.40e-04,
9.60e+01,2.40e-04,
9.60e+01,4.80e-04,
9.60e+01,2.40e-04,
9.60e+01,5.60e-04,
9.60e+01,3.20e-04,
9.60e+01,4.00e-04,
9.60e+01,4.00e-04,
9.52e+01,4.00e-04,
9.52e+01,3.20e-04,
9.52e+01,1.60e-04,
9.52e+01,2.40e-04,
9.52e+01,6.40e-04,
9.52e+01,4.00e-04,
9.52e+01,6.40e-04,
9.60e+01,4.00e-04,
9.60e+01,5.60e-04,
9.60e+01,2.40e-04,
9.52e+01,5.60e-04,
9.52e+01,3.20e-04,
9.52e+01,3.20e-04,
9.52e+01,3.20e-04,
9.60e+01,3.20e-04,
9.60e+01,3.20e-04,
9.60e+01,5.60e-04,
9.60e+01,6.40e-04,
9.60e+01,3.20e-04,
9.60e+01,6.40e-04,
9.52e+01,1.60e-04,
9.60e+01,4.80e-04,
9.60e+01,7.20e-04,
9.60e+01,3.20e-04,
9.52e+01,8.00e-04,
9.52e+01,5.60e-04,
9.52e+01,8.00e-05,
9.60e+01,5.60e-04,
9.60e+01,3.20e-04,
9.60e+01,5.60e-04,
9.60e+01,4.80e-04,
9.60e+01,6.40e-04,
9.60e+01,4.80e-04,
9.68e+01,3.20e-04,
9.68e+01,8.00e-04,
9.60e+01,2.40e-04,
9.60e+01,5.60e-04,
9.68e+01,5.60e-04,
9.68e+01,4.00e-04,
9.68e+01,5.60e-04,
9.68e+01,4.80e-04,
9.52e+01,7.20e-04,
9.60e+01,4.80e-04,
9.60e+01,6.40e-04,
9.60e+01,8.00e-04,
9.68e+01,4.80e-04,
9.68e+01,2.40e-04,
9.68e+01,4.00e-04,
9.68e+01,5.60e-04,
9.68e+01,6.40e-04,
9.68e+01,7.20e-04,
9.68e+01,3.20e-04,
9.68e+01,4.80e-04,
9.60e+01,4.80e-04,
9.68e+01,4.00e-04,
9.68e+01,1.60e-04,
9.60e+01,6.40e-04,
9.60e+01,4.00e-04,
9.68e+01,2.40e-04,
9.68e+01,4.00e-04,
9.68e+01,8.00e-05,
9.68e+01,4.00e-04,
9.68e+01,4.00e-04,
9.68e+01,1.60e-04,
9.68e+01,0.00e+00,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.68e+01,4.00e-04,
9.68e+01,4.80e-04,
9.68e+01,4.00e-04,
9.68e+01,1.60e-04,
9.68e+01,4.00e-04,
9.68e+01,1.60e-04,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.60e+01,4.00e-04,
9.60e+01,4.00e-04,
9.60e+01,4.80e-04,
9.60e+01,5.60e-04,
9.60e+01,4.80e-04,
9.68e+01,4.00e-04,
9.68e+01,4.00e-04,
9.68e+01,8.00e-04,
9.68e+01,2.40e-04,
9.68e+01,4.00e-04,
9.60e+01,2.40e-04,
9.60e+01,5.60e-04,
9.68e+01,6.40e-04,
9.68e+01,8.00e-05,
9.68e+01,2.40e-04,
9.68e+01,1.60e-04,
9.68e+01,4.80e-04,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.68e+01,4.00e-04,
9.68e+01,2.40e-04,
9.68e+01,4.80e-04,
9.60e+01,3.20e-04,
9.68e+01,4.80e-04,
9.68e+01,4.00e-04,
9.68e+01,1.60e-04,
9.68e+01,2.40e-04,
9.68e+01,2.40e-04,
9.68e+01,4.00e-04,
9.68e+01,2.40e-04,
9.68e+01,4.00e-04,
9.68e+01,6.40e-04,
9.68e+01,6.40e-04,
9.68e+01,5.60e-04,
9.68e+01,7.20e-04,
9.68e+01,6.40e-04,
9.68e+01,1.60e-04,
9.68e+01,5.60e-04,
9.68e+01,7.20e-04,
9.68e+01,4.80e-04,
9.68e+01,3.20e-04,
9.68e+01,2.40e-04,
9.68e+01,4.80e-04,
9.68e+01,4.00e-04,
9.60e+01,4.80e-04,
9.60e+01,4.80e-04,
9.60e+01,6.40e-04,
9.68e+01,3.20e-04,
9.68e+01,1.60e-04,
9.60e+01,3.20e-04,
9.68e+01,8.00e-05,
9.68e+01,8.00e-04,
9.68e+01,5.60e-04,
9.68e+01,6.40e-04,
9.68e+01,5.60e-04,
9.68e+01,2.40e-04,
9.68e+01,3.20e-04,
9.60e+01,3.20e-04,
9.68e+01,2.40e-04,
9.68e+01,5.60e-04,
9.68e+01,4.80e-04,
9.68e+01,8.00e-05,
9.68e+01,6.40e-04,
9.60e+01,8.00e-05,
9.68e+01,6.40e-04,
9.68e+01,3.20e-04,
9.68e+01,1.60e-04,
9.68e+01,4.00e-04,
9.68e+01,7.20e-04,
9.68e+01,3.20e-04,
9.68e+01,5.60e-04,
9.68e+01,4.00e-04,
9.68e+01,6.40e-04,
9.68e+01,6.40e-04,
9.68e+01,6.40e-04,
9.60e+01,4.00e-04,
9.60e+01,6.40e-04,
9.60e+01,4.80e-04,
9.60e+01,5.60e-04,
9.68e+01,2.40e-04,
9.68e+01,4.80e-04,
9.68e+01,2.40e-04,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.68e+01,4.80e-04,
9.60e+01,5.60e-04,
9.68e+01,3.20e-04,
9.68e+01,5.60e-04,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.68e+01,3.20e-04,
9.68e+01,0.00e+00,
9.68e+01,2.40e-04,
9.68e+01,3.20e-04,
9.68e+01,7.20e-04,
9.68e+01,6.40e-04,
9.68e+01,2.40e-04,
9.68e+01,0.00e+00,
9.68e+01,4.00e-04,
9.68e+01,0.00e+00,
9.68e+01,4.00e-04,
9.68e+01,4.00e-04,
9.60e+01,7.20e-04,
9.60e+01,1.60e-04,
9.68e+01,6.40e-04,
9.68e+01,8.00e-05,
9.68e+01,1.60e-04,
9.68e+01,4.00e-04,
9.60e+01,1.60e-04,
9.68e+01,2.40e-04,
9.68e+01,2.40e-04,
9.68e+01,2.40e-04,
9.68e+01,3.20e-04,
9.68e+01,8.00e-05,
9.68e+01,3.20e-04,
9.68e+01,2.40e-04,
9.68e+01,2.40e-04,
9.68e+01,3.20e-04,
9.68e+01,4.80e-04,
9.68e+01,2.40e-04,
9.68e+01,5.60e-04,
9.60e+01,4.00e-04,
9.60e+01,3.20e-04,
9.68e+01,4.00e-04,
9.68e+01,4.80e-04,
9.68e+01,3.20e-04,
9.68e+01,4.00e-04,
9.68e+01,3.20e-04,
9.68e+01,4.80e-04,
9.68e+01,8.00e-05,
9.68e+01,4.80e-04,
9.68e+01,4.00e-04,
9.68e+01,5.60e-04,
9.68e+01,4.80e-04,
9.68e+01,5.60e-04,
9.68e+01,2.40e-04,
9.68e+01,0.00e+00,
9.68e+01,4.80e-04,
9.68e+01,2.40e-04,
9.68e+01,8.00e-05,
9.68e+01,8.00e-05,
9.68e+01,4.00e-04,
9.68e+01,3.20e-04,
9.68e+01,4.00e-04,
