Trace1,
Freq,,Amp,,
           103425702,Hz,              -87.34, dBm,
           103439197,Hz,              -87.37, dBm,
           103452692,Hz,              -86.94, dBm,
           103466187,Hz,              -86.82, dBm,
           103479682,Hz,              -86.97, dBm,
           103493177,Hz,              -86.67, dBm,
           103506672,Hz,              -86.31, dBm,
           103520167,Hz,              -86.48, dBm,
           103533662,Hz,              -86.26, dBm,
           103547157,Hz,              -86.25, dBm,
           103560652,Hz,              -86.32, dBm,
           103574147,Hz,              -85.66, dBm,
           103587642,Hz,              -85.81, dBm,
           103601137,Hz,              -85.66, dBm,
           103614632,Hz,              -85.41, dBm,
           103628127,Hz,              -85.63, dBm,
           103641622,Hz,              -85.36, dBm,
           103655117,Hz,              -85.44, dBm,
           103668612,Hz,              -85.36, dBm,
           103682107,Hz,              -85.05, dBm,
           103695602,Hz,              -84.80, dBm,
           103709097,Hz,              -85.09, dBm,
           103722592,Hz,              -85.05, dBm,
           103736087,Hz,              -85.05, dBm,
           103749582,Hz,              -84.92, dBm,
           103763077,Hz,              -84.70, dBm,
           103776572,Hz,              -84.39, dBm,
           103790067,Hz,              -84.60, dBm,
           103803562,Hz,              -84.61, dBm,
           103817057,Hz,              -84.31, dBm,
           103830552,Hz,              -84.46, dBm,
           103844047,Hz,              -84.27, dBm,
           103857542,Hz,              -84.38, dBm,
           103871037,Hz,              -84.10, dBm,
           103884532,Hz,              -84.15, dBm,
           103898027,Hz,              -84.20, dBm,
           103911522,Hz,              -83.77, dBm,
           103925017,Hz,              -83.88, dBm,
           103938512,Hz,              -84.00, dBm,
           103952007,Hz,              -83.37, dBm,
           103965502,Hz,              -83.68, dBm,
           103978997,Hz,              -83.48, dBm,
           103992492,Hz,              -83.90, dBm,
           104005987,Hz,              -78.99, dBm,
           104019482,Hz,              -84.13, dBm,
           104032977,Hz,              -83.78, dBm,
           104046472,Hz,              -83.10, dBm,
           104059967,Hz,              -83.78, dBm,
           104073462,Hz,              -83.62, dBm,
           104086957,Hz,              -83.54, dBm,
           104100452,Hz,              -83.55, dBm,
           104113947,Hz,              -83.74, dBm,
           104127442,Hz,              -83.95, dBm,
           104140937,Hz,              -83.99, dBm,
           104154432,Hz,              -84.14, dBm,
           104167927,Hz,              -84.41, dBm,
           104181422,Hz,              -84.35, dBm,
           104194917,Hz,              -84.40, dBm,
           104208412,Hz,              -84.54, dBm,
           104221907,Hz,              -84.63, dBm,
           104235402,Hz,              -84.27, dBm,
           104248897,Hz,              -84.78, dBm,
           104262392,Hz,              -84.90, dBm,
           104275887,Hz,              -84.62, dBm,
           104289382,Hz,              -85.06, dBm,
           104302877,Hz,              -84.91, dBm,
           104316372,Hz,              -84.88, dBm,
           104329867,Hz,              -85.04, dBm,
           104343362,Hz,              -85.23, dBm,
           104356857,Hz,              -85.09, dBm,
           104370352,Hz,              -85.43, dBm,
           104383847,Hz,              -85.36, dBm,
           104397342,Hz,              -85.51, dBm,
           104410837,Hz,              -85.63, dBm,
           104424332,Hz,              -85.71, dBm,
